Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;191839;;"Final Report Summary - MED-SUV (MEDiterranean SUpersite Volcanoes)";308665_PS;"The Mediterranean Supersite Volcanoes (MED-SUV) project improved the capacity of the volcanological community to assess the volcanic hazards at Campi Flegrei/Vesuvius and Mt. Etna, two of the largest European volcanoes. This was achieved by optimising and integrating existing...";;FP7-ENVIRONMENT;;;;en;en;"2016-11-15 11:41:56";https://cordis.europa.eu/project/id/308665/reporting
pubsum;155793;;"Final Report Summary - CAAST-NET (Coordination and Advancement of sub-Saharan Africa-EU Science & Technology Cooperation Network)";212625_PS;"CAAST-Net was launched at a time of intense attention to a renewed Africa-Europe political relationship, and at a time when a clear global consensus was emerging around the value of scientific and technological research and innovation to addressing global...";;FP7-INCO;;;;en;en;"2015-01-20 17:03:26";https://cordis.europa.eu/project/id/212625/reporting
pubsum;51998;;"Final Report Summary - EUHEALTHGEN (Harnessing the potential of human population genetics research to improve the quality of the EU citizen)";518144_PS;"Member and Associated States across the European Research Area (ERA) are supporting research on population genetics in order to build upon the significant investments made in sequencing the human genome. The scope of these investments has been limited by the resources availabl...";;FP6-LIFESCIHEALTH;;;;en;en;"2011-04-14 00:00:00";https://cordis.europa.eu/project/id/518144/reporting
pubsum;158346;;"Final Report Summary - ACCORD (Alignment of Capability and Capacity for the Objective of Reducing Debris)";262824_PS;"Executive Summary:Access to important regions of space is necessary for maximum political, economic and social return from space investments, yet the vulnerability of space assets to debris impacts results in a persistent threat to those investments. At the same time, the...";;FP7-SPACE;;;;en;en;"2015-03-10 17:26:50";https://cordis.europa.eu/project/id/262824/reporting
pubsum;54947;;"Final Report Summary - ERA-ENVHEALTH (Coordination of national environment and health research programmes - Environment and health ERA-NET)";219337_PS;"The negative impacts of environmental factors on human health are a matter of great concern to individuals and governments alike. According to the World Health Organization in 2004, more than 20% of diseases and illnesses, and millions of disabilities and deaths per year...";;FP7-ENVIRONMENT;;;;en;en;"2013-03-01 00:02:53";https://cordis.europa.eu/project/id/219337/reporting
project;215948;SUPER-G;"Developing SUstainable PERmanent Grassland systems and policies";774124;"The existence and management of permanent grasslands (PG) is key to the delivery of multiple ecosystem services (ES) across Europe. However, PG maintenance and functions are under threat from sub-optimal management of inputs, cultivation in higher output farming systems and...";;H2020-EU.3.2.1.1.,H2020-EU.3.2.1.3.,H2020-EU.3.2.,H2020-EU.3.2.1.2.;"/social sciences/political sciences/political policies/civil society/nongovernmental organizations;/natural sciences/earth and related environmental sciences/hydrology;/social sciences/economics and business/economics/production economics/productivity;/natural sciences/biological sciences/ecology/ecosystems;/agricultural sciences/agriculture, forestry, and fisheries/agriculture";2018-06-01;2024-02-29;en;en;"2022-10-12 14:14:15";https://cordis.europa.eu/project/id/774124
project;216086;URBiNAT;"URBiNAT - Healthy corridors as drivers of social housing neighbourhoods for the co-creation of social, environmental and marketable NBS";776783;"URBiNAT focuses on the regeneration and integration of deprived social housing urban developments through an innovative and inclusive catalogue of Nature-Based Solutions (NBS), ensuring sustainability and mobilising driving forces for social cohesion. Interventions focus on...";;H2020-EU.3.5.2.1.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;"/social sciences/sociology/governance";2018-06-01;2023-11-30;en;en;"2022-09-21 15:44:43";https://cordis.europa.eu/project/id/776783
mag;400710;;"Results Supplement No. 008";400710-results-supplement-no-008;;;;;;;en;de,en,es,fr,it,pl;"2008-10-01 00:00:01";https://cordis.europa.eu/article/id/400710-results-supplement-no-008
project;243603;DOMINO;"Harnessing the microbial potential of fermented foods for healthy and sustainable food systems";101060218;"European consumers are expressing a clear demand for healthier and more sustainable food. Fermented foods (FFs) have the potential to meet these expectations but there is a need to demonstrate their health impacts scientifically, while developing innovative strategies to...";;HORIZON.2.6.5,HORIZON.2.6;"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/sustainable agriculture;/natural sciences/computer and information sciences/databases;/medical and health sciences/health sciences/nutrition;/natural sciences/biological sciences/ecology/ecosystems;/engineering and technology/industrial biotechnology/bioprocessing technologies/fermentation";2023-03-01;2028-02-29;en;en;"2022-12-09 15:45:21";https://cordis.europa.eu/project/id/101060218
brief;421776;;"Solutions, methods and tools empower people in making cities greener";421776-solutions-methods-and-tools-empower-people-in-making-cities-greener;"It’s becoming increasingly evident that nature can provide solutions to help address societal and environmental challenges. An EU project is raising awareness about such nature-based solutions (NBS) and fostering new collaborative models for their uptake by developing an online knowledge and decision support platform.";"Digital Economy,Climate Change and Environment,Society";H2020-EU.3.5.4.2.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;;;;en;de,en,es,fr,it,pl,pt;"2020-08-07 15:58:24";https://cordis.europa.eu/article/id/421776-solutions-methods-and-tools-empower-people-in-making-cities-greener
