Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
brief;435882;;"Putting citizens in the driving seat of urban transport policy";435882-putting-citizens-in-the-driving-seat-of-urban-transport-policy;"For urban policies, it’s often the case that citizens themselves know what needs improving. An EU-funded project deployed low-cost traffic monitoring systems in five European cities, enabling residents to shape urban transport policies.";"Transport and Mobility,Society";H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435882-putting-citizens-in-the-driving-seat-of-urban-transport-policy
brief;435879;;"Inspiring new directions in citizen-based science";435879-inspiring-new-directions-in-citizen-based-science;"An online, collaborative platform aims to showcase citizen-led science projects and share their stories – and successes – with the world.";Society;H2020-EU.5.f.,H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435879-inspiring-new-directions-in-citizen-based-science
brief;435881;;"Think local, act global: Can community-led actions tackle large-scale societal issues?";435881-think-local-act-global-can-community-led-actions-tackle-large-scale-societal-issues;"Often used to curate locally relevant collaborations, co-creation is a tempting paradigm for tackling more wide-scale social issues. However, does scaling up such a system jeopardise the focus it offers?";Society;H2020-EU.5.f.,H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:15";https://cordis.europa.eu/article/id/435881-think-local-act-global-can-community-led-actions-tackle-large-scale-societal-issues
pubsum;203169;;"Final Report Summary - BEWATER (Making society an active participant in water adaptation to global change)";612385_PS;"The BeWater project, supported by the European Commission’s 7th Framework Programme, offered a unique opportunity to contribute to adaptation policy design and practices with experience-based knowledge. Four research institutes located in the cardinal points of the...";;FP7-SIS;;;;en;en;"2017-09-13 12:01:43";https://cordis.europa.eu/project/id/612385/reporting
pubsum;204192;;"Final Report Summary - IMARS (iMars: Analysis of Mars multi-resolution images using auto-coregistration, data mining and crowd source techniques)";607379_PS;"Executive Summary The iMars project focused on developing tools and value-added datasets to massively increase the exploitation of space-based data from NASA and ESA Mars mission imaging and 3D data beyond the PI teams. iMars has added significant value by creating more...";;FP7-SPACE;;;;en;en;"2017-10-24 14:51:52";https://cordis.europa.eu/project/id/607379/reporting
pubsum;149433;;"Final Report Summary - EATWELL (Interventions to Promote Healthy Eating Habits: Evaluation and Recommendations)";226713_PS;"Executive summary The EATWELL research project, was launched in April 2009 and completed in March 2013. Its primary objective was to improve nutrition policy in the EU and Member States by providing scientifically sound evidence on the effectiveness of past...";;FP7-KBBE;;;;en;en;"2014-11-12 17:13:34";https://cordis.europa.eu/project/id/226713/reporting
pubsum;188104;;"Final Report Summary - FUTURE-CITIES (Expand the Centre of Competence in Future Cities of the University of Porto to Strengthen Inter-Disciplinary Research and Knowledge Transfer to the Industry in the Norte Region of Portugal)";316296_PS;"The goal of the Future Cities Project is to expand the Center of Competence for Future Cities of the University of Porto, thereby unlocking the full potential of interdisciplinary research in urban technologies, while strengthening knowledge transfer activities in close...";;FP7-REGPOT;;;;en;en;"2016-08-11 16:35:25";https://cordis.europa.eu/project/id/316296/reporting
pubsum;173140;;"Final Report Summary - IRISS (Increasing Resilience in Surveillance Societies)";290492_PS;"Executive Summary:IRISS set out to analyse the effects of surveillance for European societies. In doing this, a dual analytical perspective was applied. On the one hand the state of the art in theory and research was synthesized to provide an assessment of the present state of...";;FP7-SSH;;;;en;en;"2015-12-04 09:42:44";https://cordis.europa.eu/project/id/290492/reporting
pubsum;177942;;"Final Report Summary - DESAFIO (DEMOCRATISATION OF WATER AND SANITATION GOVERNANCE BY MEANS OF SOCIO-TECHNICAL INNOVATION)";320303_PS;"DESAFIO literally means “challenge” in both Portuguese and Spanish. The main aim of DESAFIO is to contribute towards tackling what is arguably one of the major challenges facing humanity in the twenty-first century: eradicating the structural social...";;FP7-SSH;;;;en;en;"2016-02-25 10:28:02";https://cordis.europa.eu/project/id/320303/reporting
news;95017;;"Population Exposure to Air Pollutants in Europe: PEOPLE project in Lisbon";95017-population-exposure-to-air-pollutants-in-europe-people-project-in-lisbon;"The results of the PEOPLE project have been presented in Lisbon and Brussels today.";;;;;;en;en;"2005-09-27 13:15:56";https://cordis.europa.eu/article/id/95017-population-exposure-to-air-pollutants-in-europe-people-project-in-lisbon
pubsum;302691;;"Periodic Reporting for period 3 - BigO (Big data against childhood Obesity)";727688_PS;"Childhood and adolescent obesity is a major global and European public health problem. Currently, public actions are detached from local needs, mostly including indiscriminate blanket policies and single-element strategies, limiting their efficacy and effectiveness. The need...";;H2020-EU.3.1.,H2020-EU.3.1.5.;;;;en;en;"2021-11-22 21:57:40";https://cordis.europa.eu/project/id/727688/reporting
