Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
brief;410230;;"Urban metabolism approach helps tourist hotspots manage their waste";410230-urban-metabolism-approach-helps-tourist-hotspots-manage-their-waste;"European cities are among the world’s most popular destinations but they are under pressure from the huge number of tourists they attract. An EU-funded project has taken a fresh approach in managing the increase in waste generated.";"Climate Change and Environment,Society";H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;de,en,es,fr,it,pl;"2019-10-18 17:34:42";https://cordis.europa.eu/article/id/410230-urban-metabolism-approach-helps-tourist-hotspots-manage-their-waste
pubsum;223908;;"Periodic Reporting for period 2 - REP-BIOTECH (European Joint Doctorate in Biology and Technology of Reproductive Health)";675526_PS;"Rep-Biotech is an Innovative Training Network composed of 12 leading academic research groups and 3 companies from 9 different countries: Spain, France, Ireland, Italy, Belgium, Germany, USA, Japan and The Netherlands. Rep-Biotech aimed to deepen the basic knowledge of the...";;H2020-EU.1.3.,H2020-EU.1.3.1.;;;;en;en;"2020-03-25 12:45:21";https://cordis.europa.eu/project/id/675526/reporting
pubsum;212731;;"Final Report Summary - FUELSYSTEM3000 (Simulation of cavitation and erosion in fuel injection systems of medium/heavy duty Diesel engines at injection pressures reaching 3000bar)";324313_PS;"(Please find a detailed Final Report attached) 1. Executive summary Current technological trends in the Diesel engine industry indicate that increased fuel injection pressures lead to reduced NOx and PM emissions. However increased fuel injection pressures lead to the...";;FP7-PEOPLE;;;;en;en;"2017-12-18 12:57:18";https://cordis.europa.eu/project/id/324313/reporting
pubsum;140474;;"Final Report Summary - NEUROCYPRES (Neurotransmitter Cys-loop receptors: structure, function and disease)";202088_PS;"Neurocypres consortium members are devoted to study structural and functional aspects of Cys-loop receptors, a superfamily of ligand-gated ion channels that is crucial to the function of the...";;FP7-HEALTH;;;;en;en;"2014-08-01 09:38:41";https://cordis.europa.eu/project/id/202088/reporting
project;207076;EFFECT;"Creating effects through communication and engagement in Future and Emerging Technologies";737301;"The aim of the 24-months EFFECT project is (1) to enhance visibility and impact of FET research among a wide variety of actors - researchers, industry, policy makers, civil society organisations, citizens and students - and (2) to stimulate debate and collaboration among...";;H2020-EU.1.2.,H2020-EU.1.2.1.;"/humanities/arts/modern and contemporary art/radio and television;/natural sciences/computer and information sciences/databases;/social sciences/economics and business/business and management/entrepreneurship;/social sciences/media and communications;/social sciences/political sciences/political policies/civil society";2017-01-01;2018-12-31;en;en;"2022-08-11 19:34:20";https://cordis.europa.eu/project/id/737301
news;418382;;"Establishing a culture of research integrity with innovative educational methods";418382-establishing-a-culture-of-research-integrity-with-innovative-educational-methods;"An interactive online tool supported by an EU-funded initiative is among the EUvsVirus Hackathon winners. It aims to familiarise citizens with genuine, reliable scientific information on COVID-19.";Society;;;;;en;de,en,es,fr,it,pl;"2020-06-15 13:04:41";https://cordis.europa.eu/article/id/418382-establishing-a-culture-of-research-integrity-with-innovative-educational-methods
project;88434;SWIFT;"Supporting aWareness and Information dissemination activities for GMES Fast Track Services";218789;"GMES has a crucial role to play in the achievement of major high-level policy objectives such as Sustainable Development, The Common Foreign and Security Policy and the Lisbon Strategy. However, although information dissemination is a critical enabler for achieving the expect...";;FP7-SPACE;"/humanities/arts/modern and contemporary art/radio and television";2008-06-01;2011-12-31;en;en;"2019-07-16 10:50:34";https://cordis.europa.eu/project/id/218789
projectDescription;437808;;"A new recipe for healthy and sustainable urban food policies";437808-a-new-recipe-for-healthy-and-sustainable-urban-food-policies;;;;;;;en;de,en,es,fr,it,pl;"2022-12-19 16:14:02";https://cordis.europa.eu/article/id/437808-a-new-recipe-for-healthy-and-sustainable-urban-food-policies
mag;421533;;"Hydrogen’s growing role in sustainable energy systems";421533-hydrogens-growing-role-in-sustainable-energy-systems;"The notion of using hydrogen as a means to power everything from factories to your car may sound a bit futuristic but actually it has been around since the dawn of the Industrial Revolution – hydrogen powered the first internal combustion engine and has since become an integral component in the modern refining industry, as reported by the International Energy Agency (IEA). Many countries around the world, including here in Europe, are increasingly supporting initiatives and policies to scale up hydrogen technologies and embed them deeper into our energy and transport systems.";;;;;;en;de,en,es,fr,it,pl;"2020-07-08 14:42:04";https://cordis.europa.eu/article/id/421533-hydrogens-growing-role-in-sustainable-energy-systems
brief;422274;;"Green mortgages to boost the demand for energy-efficient homes";422274-smarter-makes-a-case-for-greener-buildings;"Both homeowners and banks have been reluctant to invest much in energy-efficient buildings. But change is under way. The SMARTER project has been shifting mindsets with holistic green criteria and an ambitious framework for mortgages.";Energy;H2020-EU.3.3.,H2020-EU.3.3.7.,H2020-EU.3.3.1.;;;;en;de,en,es,fr,it,pl;"2021-12-23 15:14:37";https://cordis.europa.eu/article/id/422274-smarter-makes-a-case-for-greener-buildings
news;415385;;"Wildfires in Izmir: a green plan for the city, an urban plan for the forests";415385-wildfires-in-izmir-a-green-plan-for-the-city-an-urban-plan-for-the-forests;"After last summer’s massive forest fires in Izmir, Turkey, villagers were afraid their environment might be further threatened by urban development. But, starting from an extraordinary meeting inside the forest, the Municipality launched a reforestation campaign engaging the population.";"Climate Change and Environment";;;;;en;en;"2020-02-25 11:13:43";https://cordis.europa.eu/article/id/415385-wildfires-in-izmir-a-green-plan-for-the-city-an-urban-plan-for-the-forests
mag;400710;;"Results Supplement No. 008";400710-results-supplement-no-008;;;;;;;fr;de,en,es,fr,it,pl;"2008-10-01 00:00:00";https://cordis.europa.eu/article/id/400710-results-supplement-no-008/fr
pubsum;441866;;"Periodic Reporting for period 2 - EOSC-hub (Integrating and managing services for the European Open Science Cloud)";777536_PS;"The EOSC-hub project contributes to the implementation of the European Open Science Cloud, the federated infrastructure and supporting initiative providing all researchers, innovators, companies and citizens with seamless access to an open-by-default, efficient and...";;H2020-EU.1.4.1.3.,H2020-EU.1.4.;;;;en;en;"2021-10-27 23:46:04";https://cordis.europa.eu/project/id/777536/reporting
