Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;164377;;"Final Report Summary - ASSERT (Assessing Security Research: Tools and Methodologies to measure societal impact)";313062_PS;"Executive Summary:ASSERT set out to upgrade the EU’s approach to better aligning security as an industrial endeavour with actual societal security needs of European citizens. A better integration of societal security in the EU’s security research programme can be achieved...";;FP7-SECURITY;;;;en;en;"2015-05-19 15:02:25";https://cordis.europa.eu/project/id/313062/reporting
pubsum;184975;;"Final Report Summary - IROHLA (Intervention Research On Health Literacy among  Ageing population)";305831_PS;"Why is health literacy important for EU member states? Health literacy is the degree to which people are able to access, understand, appraise and communicate information in relation to health and disease. In Europe only half of the adult population has sufficient levels of...";;FP7-HEALTH;;;;en;en;"2016-06-23 16:15:18";https://cordis.europa.eu/project/id/305831/reporting
programme;697;;"Specific programme 2002-2006 for research, technological development and demonstration to be carried out by means of direct actions by the Joint Research Centre (JRC).";FP6-JRC;;;;;2002-09-30;2006-12-31;en;de,en,es,fr,it;"2001-08-23 00:00:00";https://cordis.europa.eu/programme/id/FP6-JRC
pubsum;181569;;"Final Report Summary - SOPHIE (EVALUATING THE IMPACT OF STRUCTURAL POLICIES ON HEALTH INEQUALITIES AND THEIR SOCIAL DETERMINANTS AND FOSTERING CHANGE)";278173_PS;"Social and economic policies can change the extent of social inequalities in healthDuring these years, SOPHIE has contributed to the accumulation of evidence regarding the influence of social and economic policies on the level of health of the population and...";;FP7-HEALTH;;;;en;en;"2016-04-05 10:00:52";https://cordis.europa.eu/project/id/278173/reporting
pubsum;184256;;"Final Report Summary - HEARTWAYS (HeartWays - Advanced Solutions for Supporting Cardiac Patients in Rehabilitation)";315659_PS;"Coronary artery disease (CAD) is caused by an accumulation of plaques within the walls of the arteries that supply the myocardium with oxygen and nutrients. After decades of progression, some of these plaques may rupture and along with the activation of the blood clotting...";;FP7-SME;;;;en;en;"2016-06-02 11:34:51";https://cordis.europa.eu/project/id/315659/reporting
mag;400750;;"Nothing gets lost: the power of biomass";400750-nothing-gets-lost-the-power-of-biomass;;;;;;;en;de,en,es,fr,it,pl;"2014-07-01 00:00:01";https://cordis.europa.eu/article/id/400750-nothing-gets-lost-the-power-of-biomass
mag;400793;;"Hip research for the young";400793-hip-research-for-the-young;;;;;;;en;de,en,es,fr,it,pl;"2015-04-01 00:00:01";https://cordis.europa.eu/article/id/400793-hip-research-for-the-young
pubsum;658043;;"Periodic Reporting for period 1 - AgeCogCity (How visual perception shapes our cities: a cognitive model of ageing population)";744835_PS;"In the near future, two mega-trends – rapid urbanisation of the world’s population and its ageing – are bound to collide. This two-year project investigated how visuo-spatial behaviour of different age groups contributes to urban dynamics. Elderly citizens, many of whom...";;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;en;"2021-02-26 14:06:13";https://cordis.europa.eu/project/id/744835/reporting
pubsum;56058;;"Final Report Summary - EBONE (European Biodiversity Observation Network; a project to design and test a biodiversity observation system integrated in time and space)";212322_PS;"Executive summary: 

 The key challenge of the FP7 project European Biodiversity Observation Network (EBONE) is the development of a cost-effective system of biodiversity data collection at regional, national and European levels. The project aims to develop a system for a cohe...";;FP7-ENVIRONMENT;;;;en;en;"2013-01-18 00:02:53";https://cordis.europa.eu/project/id/212322/reporting
project;229213;VARCITIES;"VISIONARY NATURE BASED ACTIONS FOR HEALTH, WELLBEING & RESILIENCE IN CITIES (VARCITIES)";869505;"In an increasingly urbanising world, governments and international corporations strive to increase productivity of cities, recognized as economy growth hubs, as well as ensuring better quality of life and living conditions to citizens. Although significant effort is performed...";;H2020-EU.3.5.,H2020-EU.3.5.2.;"/social sciences/sociology/governance/public services;/humanities/history and archaeology/history/medieval history;/social sciences/economics and business/economics/production economics/productivity;/engineering and technology/environmental engineering/air pollution engineering;/natural sciences/earth and related environmental sciences/environmental sciences/pollution";2020-09-01;2025-02-28;en;en;"2022-12-26 19:17:21";https://cordis.europa.eu/project/id/869505
programme;708035;;"Additional activities for the European Partnership for a climate neutral, sustainable and productive Blue Economy ";HORIZON_HORIZON-CL6-2024-GOVERNANCE-01-1;"The objective of this action is to continue to provide support to the European Partnership for a climate-neutral, sustainable and productive Blue Economy (SBEP) identified in the Horizon Europe Strategic Plan 2021-2024 and first implemented under the topic...";;;;;;en;en;"2022-12-16 18:09:57";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2024-GOVERNANCE-01-1
