Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
mag;400753;;"Polymers and composites rise to new challenges";400753-polymers-and-composites-rise-to-new-challenges;;;;;;;en;de,en,es,fr,it,pl;"2015-03-01 00:00:01";https://cordis.europa.eu/article/id/400753-polymers-and-composites-rise-to-new-challenges
publication;857426;;"Environmental Quality Perceptions and Health: A Cross-Sectional Study of Citizens of Kaunas, Lithuania";824484_1476586_PUBLI;;;;;;;en;en;"2022-08-02 18:10:14";https://doi.org/10.3390/ijerph17124420
pubsum;701792;;"Periodic Reporting for period 1 - CLEARING HOUSE (CLEARING HOUSE - Collaborative Learning in Research, Information-sharing and Governance on How Urban tree-based solutions support Sino-European urban futures)";821242_PS;"CLEARING HOUSE is focussing on “Urban Forests as nature-based solutions” (UF-NBS) which are a subset of nature-based solutions (NBS) that build on tree-based urban ecosystems. They address societal challenges, simultaneously providing ecosystem services for human...";;H2020-EU.3.5.,H2020-EU.3.5.4.,H2020-EU.3.5.1.,H2020-EU.3.5.2.;;;;en;en;"2021-08-10 21:27:35";https://cordis.europa.eu/project/id/821242/reporting
pubsum;191819;;"Final Report Summary - REPAIR (Future RepAIR and Maintenance for Aerospace industry)";605779_PS;"The goal of the RepAIR project with twelve partners from all over Europe and the US is the onsite maintenance and repair of aircrafts by integrated direct digital manufacturing of spare parts. Cost efficient and lightweight but robust reliable parts are obligatory for...";;FP7-TRANSPORT;;;;en;en;"2016-11-15 11:25:39";https://cordis.europa.eu/project/id/605779/reporting
pubsum;143005;;"Final Report Summary - TEMPOTEST-QC (An Integrated Tool-Kit for the Clinical Evaluation of Microbial Detection and Antibiotic Susceptibility Point-of-Care Testing Technologies)";241742_PS;"The TEMPOtest-QC project has completed its stated goal of creating and providing an “Integrated Tool Kit” that has (and will continue to) help diagnostic developers and manufacturers to evaluate and validate their Point-of-Care and rapid microbiological testing...";;FP7-HEALTH;;;;en;en;"2014-06-13 11:58:44";https://cordis.europa.eu/project/id/241742/reporting
pubsum;159553;;"Final Report Summary - ORCHESTRA (Organising dissemination on Results of projects on Chemical Evaluation, Spreading Techniques for Risk Assessment)";226521_PS;"Executive Summary:European chemical-related regulations aim at secure the safety of chemicals for human beings and the environment. Thus, chemical substances circulating in Europe need data on several properties, such as toxicity.The classical way to assess toxicity of...";;FP7-ENVIRONMENT;;;;en;en;"2015-03-31 18:21:01";https://cordis.europa.eu/project/id/226521/reporting
news;122652;;"What telomeres can tell us about the impact of urbanisation on birdlife";122652-what-telomeres-can-tell-us-about-the-impact-of-urbanisation-on-birdlife;"As most cities-dwellers know, urban environments offer both challenges and opportunities. But when it comes to birdlife, can telomeres provide an insight into which tips the balance?";"Climate Change and Environment";;;;;en;de,en,es,fr,it,pl;"2017-11-02 10:28:34";https://cordis.europa.eu/article/id/122652-what-telomeres-can-tell-us-about-the-impact-of-urbanisation-on-birdlife
programme;704388;;"Visionary and integrated solutions to improve well-being and health in cities";H2020_SC5-14-2019;"Actions should deliver visionary and integrated solutions (e.g. therapy gardens, urban living rooms, creative streets, city farms) at the intersection of social, cultural, digital and nature-based innovation to increase citizens' health and well-being in cities[[For the...";;;;;;en;en;"2019-04-17 16:05:11";https://cordis.europa.eu/programme/id/H2020_SC5-14-2019
mag;429582;;"Transforming European health systems in the wake of COVID-19";429582-transforming-european-health-systems;"Even before COVID-19, Europe’s healthcare systems were facing numerous challenges. Many of them are well known, such as a need to reduce waste and for the more robust and efficient use of health data. Arguably the trend that received the most attention pre-COVID and poses the greatest overall structural challenge is Europe’s ageing population. An ageing population (around 20 % of the EU’s population is aged over 65) means a higher prevalence of major chronic conditions, such as heart disease, stroke and cancer. It means an ever higher slice of the national budget needs to be allocated to healthcare. It means that innovative strategies to streamline and digitalise healthcare become more essential than ever. And, finally, Europe’s ageing population is likely to be one of the key reasons why it has been so badly walloped by the COVID-19 pandemic in terms of overall mortality rates.";;;;;;en;de,en,es,fr,it,pl;"2021-04-09 14:06:35";https://cordis.europa.eu/article/id/429582-transforming-european-health-systems
pubsum;302408;;"Periodic Reporting for period 3 - PlastiCircle (Improvement of the plastic packaging waste chain from a circular economy approach)";730292_PS;"Over the past 50 years, the role and importance of plastics in our economy has consistently grown. Global production of plastics has increased twentyfold since the 1960s, reaching 322 million tonnes in 2015. Low recycling rates of plastic mainly come from issues with packaging...";;H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;en;"2022-01-10 19:42:02";https://cordis.europa.eu/project/id/730292/reporting
pubsum;196602;;"Final Report Summary - FOCUS-BALKANS (Food Consumer Science in the Balkans: Frameworks, Protocols and Networks for  a better knowledge of food behaviours)";212579_PS;"The importance of consumer food science lies in the fact that eating is a vital activity and that the relationship between food and health, food security, and food quality are major political concerns. In any country organized as a free market economy, consumers should be the...";;FP7-KBBE;;;;en;en;"2017-03-29 18:42:33";https://cordis.europa.eu/project/id/212579/reporting
pubsum;187141;;"Final Report Summary - DYNAMIX (DYNAmic policy MIXes for absolute decoupling of environmental impact of EU resource use from economic growth)";308674_PS;"The three year research project “DYNAMIX – DYNAmic policy MIXes for absolute decoupling of environmental impact of EU resource use from economic growth” developed dynamic policy mixes that support absolute decoupling of the EU's resource use and associated environmental...";;FP7-ENVIRONMENT;;;;en;en;"2016-07-20 12:41:07";https://cordis.europa.eu/project/id/308674/reporting
pubsum;55818;;"Final Report Summary - SPACEBRAIN (Space coding in hippocampo-entorhinal neuronal assemblies)";200873_PS;"Despite impressive advances in almost all fields of neuroscience our understanding of brain function has largely been confined to the brain's building blocks at the microscopic level, and to phenomenological descriptions at the macroscopic level. We know less about the link be...";;FP7-HEALTH;;;;en;en;"2013-01-18 00:02:53";https://cordis.europa.eu/project/id/200873/reporting
project;203259;REPAiR;"REPAiR - REsource Management in Peri-urban AReas: Going Beyond Urban Metabolism";688920;"A shift towards a more circular economy is crucial to achieve more sustainable and inclusive growth. Our objective is to provide local and regional authorities with an innovative transdisciplinary open source geodesign decision support environment (GDSE) developed and...";;H2020-EU.3.5.,H2020-EU.3.5.4.;"/natural sciences/computer and information sciences/software;/social sciences/sociology/governance;/engineering and technology/environmental engineering/waste management;/social sciences/economics and business/economics/sustainable economy";2016-09-01;2020-12-31;en;en;"2022-08-23 15:08:21";https://cordis.europa.eu/project/id/688920
programme;704406;;"Preparatory Actions for new FET Flagships";H2020_FETFLAG-01-2018;"Proposals should contain a description of a potential FET Flagship and how this is to be matured over the course of the preparatory action into a more complete blueprint.Firstly, proposals should describe the FET Flagship initiative they propose to further develop through this...";;;;;;en;en;"2019-04-16 11:29:49";https://cordis.europa.eu/programme/id/H2020_FETFLAG-01-2018
pubsum;153578;;"Final Report Summary - NANOBIOTOUCH (Nano-resolved multi-scale investigations of human tactile  sensations and tissue engineered nanobiosensors)";228844_PS;"A biomimetic approach has been taken to develop a robotic finger that is capable of sensing touch, able to explore surfaces with artificial curiosity, discriminate different textures and assess their tactile pleasantness. The development of a biomimetic...";;FP7-NMP;;;;en;en;"2014-12-18 17:13:40";https://cordis.europa.eu/project/id/228844/reporting
pubsum;141363;;"Final Report Summary - MEDIATION (Methodology for Effective Decision-making on Impacts and AdaptaTION (MEDIATION))";244012_PS;"Methodology for Effective Decision-making on Impacts and Adaptation. MEDIATION.The Challenge/Problem The EU and its member states, cities and local communities acknowledge the importance of climate change for safety and wellbeing and started to develop strategies to increase...";;FP7-ENVIRONMENT;;;;en;en;"2014-07-08 17:13:00";https://cordis.europa.eu/project/id/244012/reporting
pubsum;156867;;"Final Report Summary - NANOFATE (Nanoparticle Fate Assessment and Toxicity in the Environment)";247739_PS;"Executive Summary:Executive SummaryDescription of the work performed during the NanoFATE project and the main results achieved: All of the nine main NanoFATE S&T objectives, were successfully addressed at the end of the project, and can be summarised as follows:I.	Sourced...";;FP7-NMP;;;;en;en;"2015-03-04 17:50:04";https://cordis.europa.eu/project/id/247739/reporting
project;243840;SeaClear2.0;"Scalable Full-cycle Marine Litter Remediation in the Mediterranean: Robotic and Participatory Solutions";101093822;"SeaClear2.0 will develop a holistic approach to address the full cycle of marine litter, towards the Mission to restore, protect and preserve the health of our oceans, seas and waters by 2030. To this end, we aim to prevent and reduce marine litter pollution, particularly...";;HORIZON.2.2,HORIZON.2.4,HORIZON.2.3,HORIZON.2.5,HORIZON.2.6;"/natural sciences/computer and information sciences/artificial intelligence;/engineering and technology/environmental engineering/waste management/waste treatment processes/recycling;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";2023-01-01;2026-12-31;en;en;"2022-12-16 14:58:41";https://cordis.europa.eu/project/id/101093822
brief;415833;;"Africa and Europe collaborate to enhance Africa’s resilience to climate change";415833-africa-and-europe-collaborate-to-enhance-africa-s-resilience-to-climate-change;"Climate change-related challenges are among the most pressing global threats of this millennium. Africa and Europe are working together to share and create knowledge, build partnerships and target projects that will prepare Africa to meet them.";"Climate Change and Environment,Society,Health";H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;de,en,es,fr,it,pl;"2020-04-14 17:51:06";https://cordis.europa.eu/article/id/415833-africa-and-europe-collaborate-to-enhance-africa-s-resilience-to-climate-change
news;134035;;"Exciting Ocean Outreach Activities Revealed in the Sea Change Project’s Third Newsletter";134035-exciting-ocean-outreach-activities-revealed-in-the-sea-change-projects-third-newsletter;"The third issue of the Sea Change project newsletter showcases a range of innovative activities taking place across Europe to boost European citizens’ “Ocean Literacy”, an understanding of the ocean’s influence on us and our influence on the ocean. The newsletter is now available to download from the project’s website: www.seachangeproject.eu.";;;;;;en;en;"2017-04-05 15:14:47";https://cordis.europa.eu/article/id/134035-exciting-ocean-outreach-activities-revealed-in-the-sea-change-projects-third-newsletter
pubsum;202397;;"Final Report Summary - EU-PLF (Bright Farm by Precision Livestock Farming)";311825_PS;"Before starting the EU-PLF project there were already over 1000 scientific publications and papers on the development of the technology of Precision Livestock Farming (PLF): the real-time monitoring of livestock by using cameras, microphones and sensors. The final objective...";;FP7-KBBE;;;;en;en;"2017-08-16 11:21:02";https://cordis.europa.eu/project/id/311825/reporting
pubsum;214442;;"Periodic Reporting for period 3 - MERCES (Marine Ecosystem Restoration in Changing European Seas)";689518_PS;"Direct and indirect human impacts on marine ecosystems are unprecedented and expected to further increase in the next decades. Protection measures adopted worldwide, are still clearly insufficient to reverse marine ecosystem degradation. Reducing cumulative local human impacts...";;H2020-EU.3.5.,H2020-EU.3.5.2.;;;;en;en;"2021-07-19 16:24:03";https://cordis.europa.eu/project/id/689518/reporting
pubsum;182036;;"Final Report Summary - FLAGSHIP (Forward Looking Analysis of Grand Societal cHallenges and Innovative Policies)";320330_PS;"The world is facing critical changes related to economic, social and environmental issues. However, there are high uncertainties on how these Global Societal Challenges will evolve in the future. Based on past and present information, the Forward-Looking...";;FP7-SSH;;;;en;en;"2016-05-17 16:36:03";https://cordis.europa.eu/project/id/320330/reporting
pubsum;171868;;"Final Report Summary - DRIVERS (DRIVERS:  Addressing the strategic Determinants to Reduce health Inequality Via 1) Early childhood development, 2) Realising fair employment, and 3) Social protection)";278350_PS;"Economic growth, democratisation and improved living conditions have contributed to improved health and longevity in Europe, but profound and systematic differences in health persist. These differences form a gradient that runs from the top...";;FP7-HEALTH;;;;en;en;"2015-10-07 18:04:50";https://cordis.europa.eu/project/id/278350/reporting
pubsum;55806;;"Final Report Summary - FACIT (Faith-Based Organisations and Exclusion in European Cities)";217314_PS;"The FACIT project concerns the present role of faith-based organisations (FBOs) in matters of poverty and other forms of social exclusion in European cities. A FBO is any non-governmental organisation (NGO) that refers directly or indirectly to religion or religious values and...";;FP7-SSH;;;;en;en;"2013-01-18 00:00:00";https://cordis.europa.eu/project/id/217314/reporting
