Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
publication;564240;;"CLAIRCITY PROJECT: CITIZEN-LED SCENARIOS TO IMPROVE AIR QUALITY IN EUROPEAN CITIES";689289_441668_PUBLI;;;;;;;en;en;"2020-09-10 11:54:52";https://doi.org/10.2495/air180221
pubsum;223942;;"Periodic Reporting for period 2 - SPACE-O (Space Assisted Water Quality Forecasting Platform for Optimized Decision Making in Water Supply Services)";730005_PS;"Today our freshwater resources are facing increasing pressures from droughts, pollution, climate change, population growth and competition from different uses. Water utilities are under enormous pressure to deliver a continuous supply of clean water and improved risk...";;H2020-EU.2.1.6.,H2020-EU.2.1.6.3.,H2020-EU.2.1.6.1.2.;;;;en;en;"2018-04-09 17:07:17";https://cordis.europa.eu/project/id/730005/reporting
pubsum;201649;;"Final Report Summary - EUROCANPLATFORM (A European Platform for Translational Cancer Research)";260791_PS;"The EurocanPlatform brought together 28 European cancer Institutions and organisations to work in partnership to structure translational research. The centres shared infrastructures, expertise and collaborated on projects to innovate in cancer research. The overarching aim of...";;FP7-HEALTH;;;;en;en;"2017-07-25 17:37:41";https://cordis.europa.eu/project/id/260791/reporting
pubsum;147510;;"Final Report Summary - SERVICEGAP (The Impact of Service Sector Innovation and Internationalisation on Growth and Productivity)";244552_PS;"Executive Summary:The main objective of the SERVICEGAP project was to investigate the role of services in various aspects of economic performance in EU countries. This involved four strands of work; an initial overview including impacts of the financial crisis, drivers of...";;FP7-SSH;;;;en;en;"2014-08-29 16:30:44";https://cordis.europa.eu/project/id/244552/reporting
projectDescription;426369;;"A Common and Transformative Agenda for Responsible Research and Innovation";426369-a-common-and-transformative-agenda-for-responsible-research-and-innovation;;;;;;;en;de,en,es,fr,it,pl;"2021-08-13 20:02:02";https://cordis.europa.eu/article/id/426369-a-common-and-transformative-agenda-for-responsible-research-and-innovation
projectDescription;431301;;"Climate resilient forest management platform to prevent and suppress forest fire";431301-climate-resilient-forest-management-platform-to-prevent-and-suppress-forest-fire;;;;;;;en;de,en,es,fr,it,pl;"2022-02-21 15:07:52";https://cordis.europa.eu/article/id/431301-climate-resilient-forest-management-platform-to-prevent-and-suppress-forest-fire
mag;411493;;"How tech is taking on terrorism";411493-how-tech-is-taking-on-terrorism-innovative-solutions-to-keep-us-all-safe;"In less than 2 years the world will be commemorating the 20th anniversary of the cataclysmic events that brought what many historians are now referring to as the ‘Long Nineties’ (1989-2001) to a screeching end. The 9/11 attacks radically shifted the course of world political history, spearheaded by the launch of the US-led ‘War on Terror’. Indeed, the felling of the twin towers of the World Trade Center resulted in some of the most horrific, tragic and yet instantly recognisable images that characterise the dawn of the 21st century.";;;;;;en;de,en,es,fr,it,pl;"2019-11-06 16:00:24";https://cordis.europa.eu/article/id/411493-how-tech-is-taking-on-terrorism-innovative-solutions-to-keep-us-all-safe
resultsPack;421405;;"Chemical biology: A chemical toolbox as a response to biological questions";421405-chemical-biology-a-chemical-toolbox-as-a-response-to-biological-questions;"In medieval times, alchemy was the forerunner of chemistry, and  was known as the ‘handmaid of medicine’. Ironically, now that the boundaries between scientific disciplines are becoming less distinct, this relationship is stronger. This CORDIS Results Pack illustrates how chemical biology provides tools to understand the epidemiology of a variety of diseases, and to design more efficacious drugs.";"Fundamental Research ,Health";;;;;en;de,en,es,fr,it,pl;"2020-06-30 13:08:15";https://cordis.europa.eu/article/id/421405-chemical-biology-a-chemical-toolbox-as-a-response-to-biological-questions
pubsum;770525;;"Periodic Reporting for period 1 - Lacto-Be (Advancing Lactobacillus’ beneficial potential)";852600_PS;"Lactobacillus bacteria have a strong, but underexplored potential as sustainable bio-based solutions for many food and health-related problems. Since Nobel-laureate Eli Metchnikoff hypothesized that lactic acid bacteria can promote human health in the gut, the research on...";;H2020-EU.1.1.;;;;en;en;"2021-12-10 17:22:32";https://cordis.europa.eu/project/id/852600/reporting
pubsum;163221;;"Final Report Summary - NANOMATCH (Nano-systems for the conservation of immoveable and moveable
polymaterial Cultural Heritage in a changing environment)";283182_PS;"Executive Summary:The problem of deterioration of heritage materials has become increasingly urgent due to: i) the increase of natural weathering caused by climate change and atmospheric pollution; ii) the current use of inappropriate commercial products and their fast...";;FP7-ENVIRONMENT;;;;en;en;"2015-05-12 13:05:23";https://cordis.europa.eu/project/id/283182/reporting
pubsum;140476;;"Final Report Summary - MIAVITA (Mitigate and assess risk from volcanic impact on terrain and human activities)";211393_PS;"Executive Summary: Volcanic eruptions are among the most dramatic agents of change on Earth. The emissions of gases and ash from larger eruptions can perturb global climate, affect human health and disrupt air-traffic. and adversely affect farming and agriculture. Volcanism...";;FP7-ENVIRONMENT;;;;en;en;"2014-08-07 16:24:25";https://cordis.europa.eu/project/id/211393/reporting
project;212384;CoSIE;"Co-creation of service innovation in Europe";770492;"There is growing consensus that public services can be improved through experiments which bring together service providers and their users. This proposal is for H2020-SC6-Co-Creation-2016-217: Applied co-creation to deliver public services. The CoSIE project contributes to...";;H2020-EU.3.6.2.2.,H2020-EU.3.6.;"/social sciences/sociology;/social sciences/political sciences/political policies/civil society";2017-12-01;2021-05-31;en;en;"2022-04-19 18:04:46";https://cordis.europa.eu/project/id/770492
brief;386889;;"Effective use of open government data to transform the lives of Europe’s elderly citizens";386889-effective-use-of-open-government-data-to-transform-the-lives-of-europe-s-elderly-citizens;"Public services across the EU are increasingly online only. However, with less internet access than their younger counterparts and higher levels of computer-illiteracy, older citizens needs aren’t always taken into account. The Mobile-Age project helped public administrators develop services to better suit their specific needs.";Health;H2020-EU.3.6.;;;;en;de,en,es,fr,it,pl;"2019-09-05 14:13:59";https://cordis.europa.eu/article/id/386889-effective-use-of-open-government-data-to-transform-the-lives-of-europe-s-elderly-citizens
pubsum;891262;;"Periodic Reporting for period 1 - ICU4Covid (Cyber-Physical Intensive Care Medical System for Covid-19)";101016000_PS;"ICU4Covid provides the Cyber-Physical System for Telemedicine and Intensive Care (CPS4TIC) ecosystem for Telehealth Europe. It aims to create the sense of be part of the European telemedicine network and gain access to future capabilities, knowledge, expertise, and clinical...";;H2020-EU.3.1.;;;;en;en;"2022-11-16 16:05:07";https://cordis.europa.eu/project/id/101016000/reporting
pubsum;244386;;"Final Report Summary - POR (Disseminate the Power Of Research through an on-line simulation of the scientific endeavour)";202239_PS;"Computer and video games have become a vital part of youth culture in contrast to other media which are suffering from a shortening of attention span in consumers. Therefore, a good way to target young people is through innovative computer technology combined with real-life...";;FP7-HEALTH;;;;en;en;"2018-12-14 16:11:10";https://cordis.europa.eu/project/id/202239/reporting
pubsum;228730;;"Final Report Summary - SYNSIGNAL (Synthetic Cellular Signaling Circuits)";613879_PS;"Cellular signaling systems are crucially important for a broad range of critical health and disease areas and high value industrial applications. Signaling systems are the target for more than half of the medicines marketed by the pharmaceutical industry, and form the main...";;FP7-KBBE;;;;en;en;"2018-05-15 10:09:23";https://cordis.europa.eu/project/id/613879/reporting
pubsum;202495;;"Final Report Summary - COMMON SENSE (COST-EFFECTIVE SENSORS, INTEROPERABLE WITH INTERNATIONAL EXISTING OCEAN OBSERVING SYSTEMS, TO MEET EU POLICIES REQUIREMENTS)";614155_PS;"The COMMON SENSE project supports the implementation of European Union marine policies such as the Marine Strategy Framework Directive (MSFD). The project, which was launched in November 2013, is funded by the EC Seventh Framework Programme (FP7) and has been designed to...";;FP7-ENVIRONMENT;;;;en;en;"2017-08-16 17:19:47";https://cordis.europa.eu/project/id/614155/reporting
pubsum;153483;;"Final Report Summary - FLOODPROBE (Technologies for the cost-effective Flood Protection of the Built Environment)";243401_PS;"Technologies for the cost-effective flood protection of the built environment is a 4-year European project financed under the 7th European Union Framework Program. Starting in November 2009 its activities have been carried out by a consortium of 16 European...";;FP7-ENVIRONMENT;;;;en;en;"2015-01-08 15:58:10";https://cordis.europa.eu/project/id/243401/reporting
pubsum;192488;;"Final Report Summary - INNOSENSE (Reinforcement of BioSense Center – ICT for Sustainability and Eco-Innovation)";316191_PS;"Reinforcement of BioSense Centre – ICT for Sustainability and Eco-Innovation – INNOSENSE is an FP7 project funded under the FP7-REGPOT-2012-2013-1 programme (Contract No: 316191) whose major objective was to stimulate development of BioSense Centre, Novi Sad, Serbia and...";;FP7-REGPOT;;;;en;en;"2016-12-13 10:55:07";https://cordis.europa.eu/project/id/316191/reporting
project;108791;SEFIRA;"Socio-economic implications for individual responses to Air Pollution Policies in  EU +27";603941;"SEFIRA has the objective of creating a European coordination of transdisciplinary scientific and socio-economic resources in order to support the review and implementation of air quality legislation by the European Commission (EC) led by DG Environment. The EC has now given i...";;FP7-ENVIRONMENT;"/natural sciences/earth and related environmental sciences/atmospheric sciences;/social sciences/economics and business/economics;/social sciences/sociology/anthropology;/engineering and technology/environmental engineering/air pollution engineering;/natural sciences/earth and related environmental sciences/environmental sciences/pollution";2013-06-01;2016-05-31;en;en;"2017-06-26 10:41:54";https://cordis.europa.eu/project/id/603941
mag;428769;;"Data protection: New technologies to protect privacy";428769-data-protection-new-technologies-to-protect-privacy;"From our TV and film streaming accounts to our banking details, from online shops to our digital magazine subscriptions, it is now extremely common for people to constantly give away their private data to receive a steady stream of goods and services. And it doesn’t just stop at consumerism. With the increasing digitisation of government and corporate services, many of our most intimate and private personal details have found their way into the online realm. Of course, social media and other tech giants are also likely to hold vast amounts of information on our lives, beliefs, professions, personal histories and spending habits. In today’s ever-growing and expanding digital economy, personal data has become as valuable a commodity as cold hard cash.";;;;;;en;de,en,es,fr,it,pl;"2021-01-08 13:28:18";https://cordis.europa.eu/article/id/428769-data-protection-new-technologies-to-protect-privacy
projectDescription;428327;;"Creating a more holistic fire management approach";428327-creating-a-more-holistic-fire-management-approach;;;;;;;en;de,en,es,fr,it,pl;"2022-01-31 15:44:02";https://cordis.europa.eu/article/id/428327-creating-a-more-holistic-fire-management-approach
deliverable;663687;;"Fiware4Water communication and dissemination strategy towards a water smart society";821036_28_DELIV;;;;;;;en;en;"2021-04-22 11:31:12";https://cordis.europa.eu/result/rcn/663687/en
pubsum;183689;;"Final Report Summary - DEROCA (Development of safe and eco-friendly flame retardant materials based on CNT co-additives for commodity polymers)";308391_PS;"Executive Summary:Halogenated flame retardants are commonly used in consumer products but they have raised concerns due to their persistency, bioaccumulation on living organisms and their potential toxic effects on human health. In this project, scientists are developing an...";;FP7-NMP;;;;en;en;"2016-06-06 11:01:55";https://cordis.europa.eu/project/id/308391/reporting
pubsum;197788;;"Final Report Summary - CRYSTAL-VIS (A process analytical technology for characterising the physical properties of crystals)";605814_PS;"An active pharmaceutical ingredient (API) is the substance in a pharmaceutical drug product that has the pharmacological activity or effect on the diagnosis, cure, mitigation, treatment or prevention of disease, or in restoring, correcting or modifying physiological functions...";;FP7-SME;;;;en;en;"2017-05-10 15:24:09";https://cordis.europa.eu/project/id/605814/reporting
pubsum;164237;;"Final Report Summary - TRASNUSAFE (TRAINING SCHEMES ON NUCLEAR SAFETY CULTURE)";249674_PS;"The TRASNUSAFE project (Training Schemes on Nuclear Safety Culture, FP7 Euratom – Grant agreement no.: 249674) is part of the response to the needs for a EU industrial nuclear policy. Education and Training is a duty also strongly supported...";;FP7-EURATOM-FISSION;;;;en;en;"2015-05-21 12:01:21";https://cordis.europa.eu/project/id/249674/reporting
programme;705463;;"Demonstration of systemic solutions for the territorial deployment of the circular economy";H2020_LC-GD-3-2-2020;"Proposals funded under this topic will form part of the demonstration projects for the implementation of the European Commission’s Circular Cities and Regions Initiative (CCRI) and must be carried out in close cooperation and coordination with it. The CCRI is part of the new...";;;;;;en;en;"2021-09-21 11:19:05";https://cordis.europa.eu/programme/id/H2020_LC-GD-3-2-2020
programme;707794;;"Integrated, multi-scale computational models of patient patho-physiology (‘virtual twins’) for personalised disease management";HORIZON_HORIZON-HLTH-2023-TOOL-05-03;"This topic will contribute to the consolidation of existing virtual twin models and support research to move towards a more integrated human virtual twin, with the aim to accelerate translational research towards cost-effective development of new health technologies...";;;;;;en;en;"2022-11-23 18:36:24";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-HLTH-2023-TOOL-05-03
resultsPack;415479;;"Migration and migrant integration: Enabling knowledge-based approaches to migration policy";415479-migration-and-migrant-integration-enabling-knowledge-based-approaches-to-migration-policy;"Issues surrounding migration have become increasingly important across Europe over the past ten years due to the arrival of tens of thousands of refugees fleeing unrest in the Middle East and other regions of the world. This CORDIS Results Pack highlights innovative EU-funded social sciences research that helps us to better understand the complex challenges and opportunities surrounding migration and migrant integration into European societies.";Society;;;;;en;de,en,es,fr,it,pl;"2020-03-24 15:19:19";https://cordis.europa.eu/article/id/415479-migration-and-migrant-integration-enabling-knowledge-based-approaches-to-migration-policy
brief;407040;;"Enhanced situational awareness improves decision-making during extreme weather events";407040-enhanced-situational-awareness-improves-decision-making-during-extreme-weather-events;"Currently, emergency management of severe weather events is largely decentralised, leaving local communities responsible to prepare for and deal with disasters. Innovative crisis management tools and technology should enable a fast and effective response, significantly decreasing loss of life and property.";"Digital Economy,Climate Change and Environment,Society";H2020-EU.3.7.;;;;en;de,en,es,fr,it,pl;"2019-10-04 14:09:50";https://cordis.europa.eu/article/id/407040-enhanced-situational-awareness-improves-decision-making-during-extreme-weather-events
pubsum;449098;;"Periodic Reporting for period 2 - SySTEM 2020 (SySTEM 2020: Connecting Science Learning Outside The Classroom)";788317_PS;"The extent to which science permeates our society has become even clearer throughout the SySTEM 2020 project as the coronavirus pandemic has transformed lives worldwide. An understanding of, and engagement with health sciences are now imperative for politicians and populations...";;H2020-EU.5.d.;;;;en;en;"2022-02-21 14:50:12";https://cordis.europa.eu/project/id/788317/reporting
