Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;157131;;"Final Report Summary - TIMBRE (An Integrated Framework of Methods, Technologies, Tools and Policies for Improvement of Brownfield Regeneration in Europe)";265364_PS;"Executive Summary:Brownfield renewal is an essential element of sustainable land management. After more than three decades of research, a wealth of instruments has been developed to support brownfield regeneration – even addressing large-scale and complex contamination...";;FP7-ENVIRONMENT;;;;en;en;"2015-02-25 12:18:06";https://cordis.europa.eu/project/id/265364/reporting
project;210521;"URBAN GreenUP";"New Strategy for Re-Naturing Cities through Nature-Based Solutions";730426;"Urban GreenUP aims at obtaining a tailored methodology (1) to support the co-development of Renaturing Urban Plans focused on climate change mitigation and adaptation and efficient water management, and (2) to assist in the implementation of NBS in an effective way. NBS...";;H2020-EU.3.5.2.1.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;"/social sciences/economics and business/business and management/business models;/engineering and technology/environmental engineering/air pollution engineering;/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/arboriculture;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes;/engineering and technology/environmental engineering/natural resources management/water management";2017-06-01;2023-05-31;en;en;"2022-07-29 00:35:19";https://cordis.europa.eu/project/id/730426
programme;701974;;"Demonstrating innovative nature-based solutions in cities";H2020_SCC-02-2016-2017;"Projects should adopt a 'front-runner' and 'follower' cities approach, as described in more detail below, to facilitate the rapid exploitation, replication and up-scaling of the solutions and via large-scale demonstrations should aim to:  develop, deploy at an appropriate...";;;;;;en;en;"2017-05-22 16:59:43";https://cordis.europa.eu/programme/id/H2020_SCC-02-2016-2017
programme;665197;;"Self management of health and disease: citizen engagement and mHealth";H2020_PHC-26-2014;"Specific challenge: Empowering citizens to manage their own health and disease will result in more cost-effective healthcare systems by improving utilisation of healthcare, enabling the management of chronic diseases outside institutions, improving health outcomes, and by...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_PHC-26-2014
pubsum;186913;;"Final Report Summary - BACATTACK (A stealth attack tool for preventing clinical drug resistance through a unique self-regenerating surface)";278998_PS;"Hospital and care acquired infections (HAI) are now the fourth largest cause of death in the western world. The ECDC estimates that within Europe around 4.1 million patients (equivalent to 1 in 20 hospitalized patients) acquire infections with 37 000 patient deaths as a direct...";;FP7-HEALTH;;;;en;en;"2016-07-14 09:27:32";https://cordis.europa.eu/project/id/278998/reporting
resultsPack;401308;;"Biodiversity and ecosystem services: Protecting the planet's ecological resources";401308-biodiversity-and-ecosystem-services-protecting-the-planets-ecological-resources;"Europe is blessed with a rich diversity of flora and fauna, many of which are unique. This natural wealth provides us with clean air and water, productive soils as well as energy and natural resources for economic and social development. Such healthy ecosystems help mitigate the impacts of climate change, while supporting a green economy, creating job opportunities and enhancing biodiversity.";"Climate Change and Environment,Food and Natural Resources";;;;;en;de,en,es,fr,it,pl;"2019-03-13 15:09:45";https://cordis.europa.eu/article/id/401308-biodiversity-and-ecosystem-services-protecting-the-planets-ecological-resources
brief;442456;;"Protecting the health of European citizens against chemical threats";442456-protecting-the-health-of-european-citizens-against-chemical-threats;"A large-scale project sought to harmonise human biomonitoring for harmful chemicals across the EU.";Security;H2020-EU.3.1.,H2020-EU.3.1.2.;;;;en;de,en,es,fr,it,pl;"2022-11-04 17:54:27";https://cordis.europa.eu/article/id/442456-protecting-the-health-of-european-citizens-against-chemical-threats
pubsum;226743;;"Final Report Summary - SMS (Sensing toxicants in Marine waters makes Sense using biosensors)";613844_PS;"SMS has delivered a novel automated networked system that enables in situ monitoring of marine water chemicals in coastal areas by the detection of a series of contaminants regulated by the Marine Strategy Framework Directive (MSFD). SMS designed a multi-modular apparatus that...";;FP7-KBBE;;;;en;en;"2018-04-30 16:22:25";https://cordis.europa.eu/project/id/613844/reporting
pubsum;184823;;"Final Report Summary - NANOPUZZLES (Modelling properties, interactions, toxicity and environmental behaviour of engineered nanoparticles)";309837_PS;"Some types of engineered nanoparticles (NPs) can be toxic for living organisms and exhibit negative impact on the environment. Thus, the design of new nanomaterials must be supported by a rigorous risk analysis. The main objective of the NanoPUZZLES project is to create new...";;FP7-NMP;;;;en;en;"2016-06-28 17:16:34";https://cordis.europa.eu/project/id/309837/reporting
pubsum;55091;;"Final Report Summary - BID (Brains in dialogue: brain science at the service of European citizens)";201970_PS;"Executive summary: 

 The project BID - brains in dialogue aimed to foster a true dialogue among key stakeholders on the scope and limits of new technologies in neuroscience and their impact on society. Focusing on brain imaging, brain devices and predictive medicine in brain ...";;FP7-HEALTH;;;;en;en;"2013-01-18 00:02:53";https://cordis.europa.eu/project/id/201970/reporting
pubsum;201552;;"Final Report Summary - T-AP (Trans-Atlantic Platform for the Social Sciences and Humanities)";613167_PS;"Trans-Atlantic Platform: A global first in research funding cooperation The increasingly complex societal challenges of the 21st century transcend international boundaries. From poverty and inequality to preparing for the impact of an aging society, researchers in the social...";;FP7-SSH;;;;en;en;"2017-07-25 16:52:31";https://cordis.europa.eu/project/id/613167/reporting
project;233471;URBANOME;"Urban Observatory for Multi-participatory Enhancement of Health and Wellbeing";945391;"URBANOME aims at building a common EU Framework for evaluating comprehensively multi-sector policies in urban settings supporting the “Health in all Policies” approach of WHO. In this light the overall objective of URBANOME is to promote urban health, wellbeing and...";;H2020-EU.3.1.,H2020-EU.3.1.2.;"/medical and health sciences/health sciences/public health";2021-03-01;2025-02-28;en;en;"2022-12-29 00:07:43";https://cordis.europa.eu/project/id/945391
programme;700814;;"The European Human Biomonitoring Initiative";H2020_SC1-PM-05-2016;"The objective is to create a European joint programme for monitoring and scientific assessment of human exposures to chemicals and potential health impacts in Europe, building on previous activities undertaken at EU and national levels. This European Human Biomonitoring...";;;;;;en;en;"2016-12-14 10:18:45";https://cordis.europa.eu/programme/id/H2020_SC1-PM-05-2016
pubsum;247564;;"Periodic Reporting for period 1 - Clinnova (Centre of Excellence in Digital Health and Personalised Medicine)";763554_PS;"The overall objective of the Clinnova project is to create in Luxembourg a new Centre of Excellence (CoE) in Digital Health and Personalised Medicine. This CoE will be created by three partners in Luxembourg:• Fonds National de la Recherche (FNR, coordinator) - Luxembourg's...";;H2020-EU.4.a.;;;;en;en;"2019-01-29 12:13:45";https://cordis.europa.eu/project/id/763554/reporting
project;226537;EXPANSE;"EXposome Powered tools for healthy living  in urbAN SEttings";874627;"By 2030 more than 80% of Europe’s population will live and interact with a complex urban environment, consisting of a mixture of social and environmental factors. These factors include: where we live and work, where and what we eat, our social network, and what chemical...";;H2020-EU.3.1.,H2020-EU.3.1.2.;;2020-01-01;2024-12-31;en;en;"2022-12-31 19:36:50";https://cordis.europa.eu/project/id/874627
project;194096;"Do CHANGE";"Do Cardiac Health: Advanced New Generation Ecosystem";643735;"The primary objective of Do CHANGE is to develop a health ecosystem for integrated disease management of citizens with high blood pressure and patients with ischemic heart disease or heart failure. The system will give them access to a set of personalized health services in a...";;H2020-EU.3.1.,H2020-EU.3.1.4.;"/engineering and technology/materials engineering;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors;/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/mobile phones;/medical and health sciences/clinical medicine/cardiology;/natural sciences/computer and information sciences/software/software applications";2015-02-01;2018-07-31;en;en;"2022-08-17 09:24:21";https://cordis.europa.eu/project/id/643735
pubsum;194583;;"Final Report Summary - COROADO (Technologies for Water Recycling and Reuse in Latin American Context: Assessment, Decision Tools and Implementable Strategies under an Uncertain Future)";283025_PS;"In order to be able to maximize the benefits from reuse and recycling technologies projects a larger systemic analysis of the environment is needed, an enlargement of the traditional narrow planning and management approaches, and a growing sensitivity to decision-making...";;FP7-ENVIRONMENT;;;;en;en;"2017-02-08 16:53:59";https://cordis.europa.eu/project/id/283025/reporting
pubsum;197749;;"Final Report Summary - POCACITO (POst-CArbon CIties of TOmorrow – foresight for sustainable pathways towards liveable, affordable and prospering cities in a world context)";613286_PS;"Cities are of outstanding importance in addressing climate change since they are not only the centre of economic and social initiatives, but also responsible for the majority of global energy consumption and for approximately 60% of global greenhouse gas (GHG) emissions...";;FP7-SSH;;;;en;en;"2017-05-10 12:40:02";https://cordis.europa.eu/project/id/613286/reporting
pubsum;168320;;"Final Report Summary - NANOPINION (Monitoring public opinion on Nanotechnology in Europe)";290575_PS;"For two and a half years the EC funded project NanOpinion undertook a multichannel activity on public engagement in nanotechnologies. The project used an innovative, multi-lingual outreach approach focusing on dialogue. Activities included surveys (available...";;FP7-NMP;;;;en;en;"2015-07-17 11:26:26";https://cordis.europa.eu/project/id/290575/reporting
brief;428693;;"The future of clean air in European cities";428693-the-future-of-clean-air-in-european-cities;"Air pollution causes millions of premature deaths worldwide every year. An EU-funded project studied citizens’ behaviours that impact the quality of urban air and developed a suite of innovative tools for a sustainable future living in the cities.";"Climate Change and Environment";H2020-EU.3.5.,H2020-EU.3.5.1.;;;;en;de,en,es,fr,it,pl;"2020-12-28 16:25:17";https://cordis.europa.eu/article/id/428693-the-future-of-clean-air-in-european-cities
pubsum;182216;;"Final Report Summary - INNOVAGE (Social Innovations Promoting Active and Healthy Ageing)";306058_PS;"AIMSINNOVAGE was a 3 year project dedicated to social innovations which support active and healthy ageing. The project has developed and tested, as well as surveyed and catalogued, social innovation that will have a solid impact on improving the quality of...";;FP7-HEALTH;;;;en;en;"2016-05-17 10:30:23";https://cordis.europa.eu/project/id/306058/reporting
pubsum;141438;;"Final Report Summary - RITA (Constitution of a European inter-territorial network Living Labs for the applications of satellite technologies)";205827_PS;"The RITA project was developed at the crossing of two different concerns emanating from different actors, and of several trends and opportunities. The first concern deals with the difficult development of operational and efficient utilization of the data provided by Earth...";;FP7-REGIONS;;;;en;en;"2014-07-08 17:20:22";https://cordis.europa.eu/project/id/205827/reporting
pubsum;184750;;"Final Report Summary - DENAMIC (Developmental neurotoxicity assessment of mixtures in children)";282957_PS;"Worldwide, serious concern has arisen about the increased incidence of learning and developmental disorders in children and the potential role of exposure to neurotoxic chemicals during early brain development. DENAMIC ""Developmental Neurotoxicity Assessment of Mixtures in...";;FP7-ENVIRONMENT;;;;en;en;"2016-06-27 11:14:18";https://cordis.europa.eu/project/id/282957/reporting
mag;401187;;"A secure and high-quality food system, from farm, factory, to fork";401187-a-secure-and-high-quality-food-system-from-farm-factory-to-fork;"One of the key ingredients for any visit to our Old Continent organised by non-Europeans is usually to throw themselves enthusiastically into Europe’s rich culinary culture. And Europeans are indeed deeply passionate about food to the point where many traditional dishes are lavishly entwined into our sense of national identity – think of Italian pizza, Polish pierogi, British fish and chips, Austrian schnitzel, to name but a few.";;;;;;en;de,en,es,fr,it,pl;"2019-01-02 00:01:00";https://cordis.europa.eu/article/id/401187-a-secure-and-high-quality-food-system-from-farm-factory-to-fork
project;194085;"Sound of Vision";"Natural sense of vision through acoustics and haptics";643636;"Sound of Vision (Vision restoration through sound and haptics) will design, implement and validate an original non-invasive hardware and software system to assist visually impaired people by creating and conveying an auditory representation of the surrounding environment. This...";;H2020-EU.3.1.,H2020-EU.3.1.4.;"/humanities/arts/architectural design;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/optical sensors;/natural sciences/computer and information sciences/software/software applications/system software;/natural sciences/physical sciences/acoustics;/social sciences/social geography/transport/public transport";2015-01-01;2017-12-31;en;en;"2022-08-08 15:46:43";https://cordis.europa.eu/project/id/643636
pubsum;182639;;"Final Report Summary - ATHENA (AnThocyanin and polyphenol bioactives for Health Enhancement through Nutritional Advancement)";245121_PS;"Anthocyanins are health promoting dietary polyphenols that protect against cardiovascular disease, cancer and obesity in preclinical studies with animals. The ATHENA project will examine how good dietary anthocyanins are in protecting against chronic disease...";;FP7-KBBE;;;;en;en;"2016-05-11 12:09:13";https://cordis.europa.eu/project/id/245121/reporting
pubsum;162464;;"Final Report Summary - LEPAS (Long-Run Economic Perspectives of an Ageing Society)";217275_PS;"Executive Summary:The Lepas project integrated into modern economics a biologically founded process of individual aging, i.e. aging understood as the gradual deterioration of the functioning of body and mind. Using the novel life cycle approach we have investigated how aging...";;FP7-SSH;;;;en;en;"2015-04-29 15:20:53";https://cordis.europa.eu/project/id/217275/reporting
