Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
deliverable;698044;;"Policy Brief on frameworks for RRI based challenges";872873_8_DELIV;;;;;;;en;en;"2021-08-08 22:23:23";https://cordis.europa.eu/result/rcn/698044/en
deliverable;698043;;"Collection of documents – Open Call for third parties receiving financial support";872873_10_DELIV;;;;;;;en;en;"2021-08-08 22:23:21";https://cordis.europa.eu/result/rcn/698043/en
deliverable;698045;;"Synthesis of mapping territorial R&I healthcare ecosystems including the reflection on status of RRI implementation and potentials";872873_4_DELIV;;;;;;;en;en;"2021-08-08 22:23:24";https://cordis.europa.eu/result/rcn/698045/en
deliverable;698373;;"RRI & Experiment tool box";872873_6_DELIV;;;;;;;en;en;"2021-08-08 22:52:40";https://cordis.europa.eu/result/rcn/698373/en
deliverable;692425;;"Monitoring and evaluation tools and work plan";872873_14_DELIV;;;;;;;en;en;"2021-07-06 20:41:01";https://cordis.europa.eu/result/rcn/692425/en
deliverable;692426;;"Adapted territorial methodology for the experimentation per territory";872873_7_DELIV;;;;;;;en;en;"2021-07-06 20:41:01";https://cordis.europa.eu/result/rcn/692426/en
pubsum;302295;;"Periodic Reporting for period 2 - RISEWISE (RISEWISE -RISE Women with disabilities In Social Engagement)";690874_PS;"Women with disabilities suffer from discrimination in several facets of their lives, such as difficulties finding employment and integrating into social day life activities. This project focussed on the collective of women with disabilities from different perspectives, trying...";;H2020-EU.1.3.,H2020-EU.1.3.3.;;;;en;en;"2021-08-16 17:29:43";https://cordis.europa.eu/project/id/690874/reporting
project;93839;WeGov;"We.Gov - Where eGovernment meets the eSociety";248512;"Social networking technology provides major new opportunities for policy makers (eGovernment) to engage with the community (eSociety). WeGov will develop a toolset so full advantage can be taken of well established social networking sites (Facebook, Twitter, Bebo, WordPress e...";;FP7-ICT;"/social sciences/political sciences/political policies/public policies;/medical and health sciences/health sciences/public health;/natural sciences/computer and information sciences/computer security/access control;/social sciences/sociology/governance;/social sciences/political sciences/government systems/e-governance";2010-01-01;2012-09-30;en;en;"2019-07-16 21:02:22";https://cordis.europa.eu/project/id/248512
project;194565;GEMM;"Growth, Equal Opportunities, Migration and Markets";649255;"The Horizon 2020 programme of the European Commission provides an important opportunity for advancement of our knowledge of growth and innovation in the European Union labour markets as well as the dynamism that creates inclusive but competitive social environments. The GEMM...";;H2020-EU.3.6.;"/social sciences/political sciences/political policies/public policies;/social sciences/sociology/social issues/social inequalities;/social sciences/economics and business/business and management/employment;/social sciences/sociology/demography/human migrations";2015-09-01;2018-12-31;en;en;"2022-08-11 17:51:34";https://cordis.europa.eu/project/id/649255
brief;411675;;"Comprendre comment les médias influencent la perception et le ressenti des citoyens européens vis-à-vis de l’immigration";411675-exploring-the-media-s-influence-on-how-european-citizens-think-and-feel-about-immigration;"Ces dernières années, l’immigration est devenue un sujet brûlant en Europe, mais la façon dont les citoyens la ressentent peut être influencée par la façon dont les médias «présentent» les immigrants. Le projet IMMIGRANTS vise à démêler les mécanismes sous-jacents.";Société;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;fr;de,en,es,fr,it,pl;"2019-12-13 15:53:06";https://cordis.europa.eu/article/id/411675-exploring-the-media-s-influence-on-how-european-citizens-think-and-feel-about-immigration/fr
programme;700286;;"Behavioural change toward energy efficiency through ICT";H2020_EE-07-2016-2017;"Activities are focused on the development of innovative user-friendly digital tools and applications or services making use of energy end-user generated information or captured from in-home equipment/sensors (like smart meters, communication-enabled heat metering tools, smart...";;;;;;en;en;"2016-09-23 16:54:05";https://cordis.europa.eu/programme/id/H2020_EE-07-2016-2017
pubsum;891191;;"Periodic Reporting for period 1 - PULSATE (Fostering the PAN-European infrastructure for empowering SMEs digital competences in laser-based advance and additive manufacturing.)";951998_PS;"Digitization will radically change and challenge many industries, particularly the EU-based manufacturing industries, where Laser-Based Advanced and Additive Manufacturing (LBAAM) can play a key role, providing maximal benefits for flexible manufacturing or highly digitalized...";;H2020-EU.2.1.1.;;;;en;en;"2022-11-16 15:26:00";https://cordis.europa.eu/project/id/951998/reporting
project;228077;URBANITE;"Supporting the decision-making in URBAN transformation with the use of dIsruptive TEchnologies";870338;"Cities are facing a revolution in urban mobility. Emerging start-ups are offering innovative mobility solutions to satisfy the demand of the growing population, both living or moving into the cities every day. We are moving from the concept of owning to sharing a vehicle; from...";;H2020-EU.3.6.2.2.,H2020-EU.3.6.;"/natural sciences/computer and information sciences/data science/big data;/social sciences/political sciences/political transitions/revolutions;/social sciences/economics and business/business and management/business models;/social sciences/social geography/transport/public transport;/social sciences/political sciences/public administration";2020-04-01;2023-03-31;en;en;"2022-12-11 17:27:33";https://cordis.europa.eu/project/id/870338
resultsPack;400060;;"Une vie autonome dans une société vieillissante grâce à des solutions TIC innovantes";400060-independent-living-in-an-ageing-society-through-ict;"L'Europe doit relever un défi sociétal majeur étant donné que la population ne cesse de vieillir. La difficulté principale consiste à trouver des solutions réelles pour garantir que nos citoyens les plus âgés puissent vivre en bonne santé, des vies épanouissantes et autonomes tout en conservant la durabilité des systèmes de santé et de soins. Les efforts passionnants et novateurs de recherche et d'innovation de l'UE semblent prêts à offrir ces solutions.";"Économie numérique,Santé";;;;;fr;de,en,es,fr,it,pl;"2016-09-13 10:01:43";https://cordis.europa.eu/article/id/400060-independent-living-in-an-ageing-society-through-ict/fr
