Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;231304;MAELSTROM;"Smart technology for MArinE Litter SusTainable RemOval and Management";101000832;"MAELSTROM strives to provide answers and diversified solutions to the complex question to the removal and sustainable treatment of marine litter legacy. MAELSTROM leverages on the integration of complementary technologies for marine litter removal in different European coastal...";;H2020-EU.3.2.5.3.,H2020-EU.3.2.,H2020-EU.3.2.5.1.;"/engineering and technology/environmental engineering/waste management/waste treatment processes/recycling;/engineering and technology/environmental engineering/energy and fuels/renewable energy;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics;/social sciences/economics and business/economics/sustainable economy;/natural sciences/biological sciences/ecology/ecosystems/coastal ecosystems";2021-01-01;2024-12-31;en;en;"2022-05-26 03:50:34";https://cordis.europa.eu/project/id/101000832
pubsum;302520;;"Periodic Reporting for period 3 - SafeConsumE (SafeConsumE: Safer food through changed consumer behavior: Effective tools and products, communication strategies, education and a food safety policy reducing health burden from foodborne illnesses)";727580_PS;"Foodborne illness caused by microorganisms represents a significant health and economic burden. World Health Organisation has estimated that about 23 million people suffer from foodborne illness in Europe each year and nearly 40% of food-borne outbreaks occur in the domestic...";;H2020-EU.3.2.,H2020-EU.3.2.2.2.;;;;en;en;"2022-04-12 13:18:02";https://cordis.europa.eu/project/id/727580/reporting
pubsum;223834;;"Periodic Reporting for period 2 - iMETland (iMETland: A new generation of Microbial Electrochemical Wetland for effective decentralized wastewater treatment)";642190_PS;"What is the problem/issue being addressed?Conventional wastewater treatments  require high energy, operation and maintenance costs. In addition, due to population growth and urban expansion, the volume of sewage sludge produced by wastewater treatment is constantly increasing...";;H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;en;"2019-11-21 11:34:16";https://cordis.europa.eu/project/id/642190/reporting
pubsum;184246;;"Final Report Summary - TACMON2 (Development of a very low-cost Interactive Graphical Tactile Display as advanced user interface for visually impaired)";315305_PS;"In TACMON2 project we developed an innovative technology for the low-cost realization of a large area Interactive Graphical Tactile Display as a computer periphery for visually impaired people, providing them a new dimension of access also to graphical...";;FP7-SME;;;;en;en;"2016-06-02 11:35:09";https://cordis.europa.eu/project/id/315305/reporting
programme;704866;;"Upcycling Bio Plastics of food and drinks packaging (RIA)";H2020_CE-BIOTEC-09-2020;"Proposals will address as many as possible of the following aspects:Expand the potential of current technologies and materials for the manufacturing and design of bio-plastics that are recyclable and/or bio-degradable;Exploit known or develop new biotechnologies, based on...";;;;;;en;en;"2022-04-13 21:16:33";https://cordis.europa.eu/programme/id/H2020_CE-BIOTEC-09-2020
projectDescription;427942;;"Nature-based solutions for just cities";427942-nature-based-solutions-for-just-cities;;;;;;;en;de,en,es,fr,it,pl;"2021-12-20 11:12:02";https://cordis.europa.eu/article/id/427942-nature-based-solutions-for-just-cities
brief;230160;;"Cultural heritage given platform to cope with climate change";230160-cultural-heritage-given-platform-to-cope-with-climate-change;"An innovative ICT platform will provide decision-makers with vital information to help them prioritise cultural heritage investments and act decisively to strengthen the resilience of sites against climate change.";Society;H2020-EU.3.5.,H2020-EU.3.7.;;;;en;de,en,es,fr,it,pl;"2018-05-28 16:58:44";https://cordis.europa.eu/article/id/230160-cultural-heritage-given-platform-to-cope-with-climate-change
brief;247451;;"Factoring cultural differences into crowd safety and security at transport hubs";247451-factoring-cultural-differences-into-crowd-safety-and-security-at-transport-hubs;"Despite the increasingly multicultural nature of our crowded spaces, there has been little work done to understand how this might influence safety and security management. The EU-funded IMPACT project addressed this by focussing on transport hubs, to develop a methodology that can be integrated into EU and national regulations.";Security;H2020-EU.3.7.;;;;en;de,en,es,fr,it,pl;"2019-02-04 09:40:18";https://cordis.europa.eu/article/id/247451-factoring-cultural-differences-into-crowd-safety-and-security-at-transport-hubs
brief;415468;;"Migration and climate change in the eyes of Sardinians";415468-migration-and-climate-change-in-the-eyes-of-sardinians;"Climate change-induced migration may be a global issue, but there is little arguing the fact that its consequences are and will primarily be felt at the local level. The CLISEL project focused on this local angle to help contextualise the processes of migration and climate change.";Society;H2020-EU.3.7.;;;;en;de,en,es,fr,it,pl;"2020-03-24 11:03:57";https://cordis.europa.eu/article/id/415468-migration-and-climate-change-in-the-eyes-of-sardinians
pubsum;456561;;"Periodic Reporting for period 2 - IMPAQT (Intelligent management system for integrated multi-trophic aquaculture)";774109_PS;"Aquaculture is the fastest growing animal food producing sector in the world and is an increasingly important contributor to economic growth and global food supply. However, the European aquaculture has seen little or no volume growth over the last decade, although Europe...";;H2020-EU.3.2.3.,H2020-EU.3.2.;;;;en;en;"2022-04-01 23:08:02";https://cordis.europa.eu/project/id/774109/reporting
pubsum;173255;;"Final Report Summary - CHANCE2SUSTAIN (Urban Chances: City growth and the sustainability challenge; Comparing fast growing cities in growing economies)";244828_PS;"Executive Summary:The C2S project was designed to undertake comparative empirical research in 10 cities in four fast-growing countries of the South to understand the role of SKM and participatory processes in facing the challenges in a number of strategic domains of urban...";;FP7-SSH;;;;en;en;"2015-12-02 16:25:01";https://cordis.europa.eu/project/id/244828/reporting
project;221735;"Humane AI";"Toward AI Systems That Augment and Empower Humans by Understanding Us, our Society and the World Around Us";820437;"The Humane AI initiative will develop the scientific foundations and technological breakthroughs needed to shape the ongoing artificial intelligence (AI) revolution. The goal is to design and deploy AI systems that enhance human capabilities and empower both individuals and...";;H2020-EU.1.2.,H2020-EU.1.2.3.;"/social sciences/political sciences/political transitions/revolutions;/social sciences/sociology/social issues;/natural sciences/computer and information sciences/artificial intelligence/machine learning";2019-03-01;2020-04-30;en;en;"2022-08-25 18:09:21";https://cordis.europa.eu/project/id/820437
project;89970;REDHOTGEN;"Economic exploitation of genomics: genetic and physiological regulation of skin red colour development on apples under high temperature environments";230857;"The scientific objective of the programme is to establish the genetic and physiological bases of the regulation of skin red colour development on apples under high temperature environments as a model case of economic exploitation of genomics knowledge. Science objectives are:...";;FP7-PEOPLE;"/natural sciences/biological sciences/genetics;/engineering and technology/materials engineering/colors;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic zones;/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/fruit growing;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2009-01-01;2011-12-31;en;en;"2019-07-16 18:09:25";https://cordis.europa.eu/project/id/230857
project;236740;NOTIONES;"iNteracting netwOrk of inTelligence and securIty practitiOners with iNdustry and acadEmia actorS";101021853;"NOTIONES is a Latin lemma meaning “notions, ideas, investigations, cognisance” and therefore refers to “being informed”.The Call requires (a) to build a network of practitioners from security and intelligence services of EU MS & AC that has the objective (b) to support...";;H2020-EU.3.7.6.,H2020-EU.3.7.,H2020-EU.3.7.2.,H2020-EU.3.7.3.,H2020-EU.3.7.1.,H2020-EU.3.7.7.,H2020-EU.3.7.8.,H2020-EU.3.7.5.;"/social sciences/sociology/governance/crisis management";2021-09-01;2026-08-31;en;en;"2022-10-25 17:24:07";https://cordis.europa.eu/project/id/101021853
programme;664786;;"Smart Cyber-Physical Systems";H2020_ICT-01-2014;"Specific Challenge: Cyber-Physical Systems (CPS) refer to next generation embedded ICT systems that are interconnected and collaborating including through the Internet of things, and providing citizens and businesses with a wide range of innovative applications and services...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_ICT-01-2014
programme;664714;;"Global waste dimension";H2020_WASTE-4b-2014;"Specific Challenge: The complexity and heterogeneity of waste streams require coordination and networking between researchers, entrepreneurs and public authorities to harmonise technologies, processes and services, to profit from benchmarking, sharing best practices, and...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_WASTE-4b-2014
brief;175092;;"Harnessing the full potential of an ageing population";175092-harnessing-the-full-potential-of-an-ageing-population;"Europe’s population is rapidly ageing. To help societies and economies adapt to this demographic reality, the EU-funded MOPACT project has explored new and innovative policies that will turn Europe’s longevity revolution into a major asset for the continent’s future social and economic development.";Society,Health;FP7-SSH;;;;en;de,en,es,fr,it,pl;"2017-07-27 11:35:08";https://cordis.europa.eu/article/id/175092-harnessing-the-full-potential-of-an-ageing-population
brief;87538;;"Mapping the service sector";87538-mapping-the-service-sector;"The public and private service sectors are generally treated as separate entities. Understanding their interaction and dynamics in a joint framework can help improve services for citizens.";"Climate Change and Environment";FP7-SSH;;;;en;de,en,es,fr,it,pl;"2011-11-30 14:00:42";https://cordis.europa.eu/article/id/87538-mapping-the-service-sector
projectDescription;430939;;"Innovative weather forecast for cities";430939-innovative-weather-forecast-for-cities;;;;;;;en;de,en,es,fr,it,pl;"2022-02-07 16:24:36";https://cordis.europa.eu/article/id/430939-innovative-weather-forecast-for-cities
pubsum;451366;;"Periodic Reporting for period 2 - SCENE (Smart City on the Edge Network Enhancements)";831138_PS;"SCENE is a novel concept of a secure mobile IoT platform for smart city applications based on vehicular networks and targeting at mid-sized municipalities. It offers synergies among public projects and decreases costs of smart city initiatives.There are several major economic...";;H2020-EU.3.,H2020-EC,H2020-EU.2.1.;;;;en;en;"2021-10-08 22:36:05";https://cordis.europa.eu/project/id/831138/reporting
pubsum;215148;;"Periodic Reporting for period 2 - SECURE (Safety Enables Cooperation in Uncertain Robotic Environments)";642667_PS;"The majority of existing robots in the industry are pre-programmed robots working in safety zones, with visual or auditory warning signals and little concept of intelligent safety awareness necessary for dynamic and unpredictable domestic environments. In the future, novel...";;H2020-EU.1.3.,H2020-EU.1.3.1.;;;;en;en;"2020-02-05 12:58:58";https://cordis.europa.eu/project/id/642667/reporting
project;204092;IMCIS;"Individualised medicine in chronic inflammatory skin diseases";676858;"More than 100 million EU citizens suffer from chronic inflammatory skin diseases such as psoriasis and atopic eczema (AE). The diseases imply a devastating life quality similar to that of cancer, and cause direct socio-economic costs in the magnitude of 100 billion Euro each...";;H2020-EU.1.1.;"/natural sciences/computer and information sciences/knowledge engineering/ontology;/natural sciences/computer and information sciences/databases;/medical and health sciences/clinical medicine/dermatology;/medical and health sciences/clinical medicine/oncology;/natural sciences/biological sciences/genetics/RNA";2016-07-01;2021-10-31;en;en;"2022-05-10 12:26:17";https://cordis.europa.eu/project/id/676858
project;205808;REMINDER;"Role of European Mobility and its Impacts in Narratives, Debates and EU Reforms";727072;"The overarching goal of the project is to understand the economic, social, institutional and policy factors that have shaped the impacts of free movement and public debates about it. It aims to help European policymakers develop policy responses that inspire public trust...";;H2020-EU.3.6.,H2020-EU.3.6.1.2.;"/social sciences/political sciences/political communication;/social sciences/sociology/governance/public services;/social sciences/economics and business/economics/monetary and finances;/social sciences/economics and business/business and management/employment;/social sciences/sociology/demography/human migrations";2017-01-01;2019-12-31;en;en;"2022-08-17 10:02:16";https://cordis.europa.eu/project/id/727072
project;241777;SENSE.;"SENSE. The New European Roadmap to STEAM Education";101058507;"SENSE. will deliver a flexible roadmap for future-making STEAM education across Europe to radically re-configure the education of young citizens, by connecting schools with life and society with work. The lack of an appropriate pedagogical methodology linking formal science...";;HORIZON.4.2,HORIZON.4.2.4;"/social sciences/economics and business/business and management/employment";2022-09-01;2025-08-31;en;en;"2022-09-14 11:39:02";https://cordis.europa.eu/project/id/101058507
pubsum;172038;;"Final Report Summary - PRACTICE (Preparedness and Resilience against CBRN Terrorism using Integrated Concepts and Equipment PRACTICE)";261728_PS;"Executive Summary:The project Preparedness and Resilience against CBRN Terrorism using Integrated Concepts and Equipment  (PRACTICE) set out to improve the preparedness and resilience of EU Member States and associated countries from an attack by a terrorist group using...";;FP7-SECURITY;;;;en;en;"2015-10-01 12:00:22";https://cordis.europa.eu/project/id/261728/reporting
project;88567;SERVPPIN;"The Contribution of Public and Private Services to European Growth and Welfare, and the Role of Public-Private Innovation Networks";217247;"Services are the dominant economic sector in modern economies and are a crucial component of competitiveness strategy and welfare in Europe. In the past public and private services have been studied in isolation of one another. At best this is misleading. At worst it produces...";;FP7-SSH;;2008-02-01;2011-01-31;en;en;"2019-07-16 21:21:43";https://cordis.europa.eu/project/id/217247
project;243509;YoPAAPE;"A Youth-centred Preventive Action Approach towards co-created implementation of socially and Physically activating Environmental interventions";101095423;"BACKGROUND: A vast majority of teenagers do not meet guidelines for healthy movement behaviours (i.e. physical activity, sedentary behaviour and sleep), posing major risks for developing multiple non-communicable diseases (NCDs). Sustainable implementation of lifestyle...";;HORIZON.2.1,HORIZON.2.1.3;"/medical and health sciences/health sciences/public health";2023-01-01;2027-12-31;en;en;"2022-12-09 15:36:16";https://cordis.europa.eu/project/id/101095423
project;89947;EUROBROADMAP;"EUROPEAN UNION & THE WORLD SEEN FROM ABROAD";225260;"Geographers are the most critical social scientists when it comes to the delimitation of borders of the so-called European continent. Continents as Huntington’s civilisation are ideological productions that are certainly not based on natural facts. But they are deeply enhance...";;FP7-SSH;;2009-01-01;2012-03-31;en;en;"2022-05-25 15:06:43";https://cordis.europa.eu/project/id/225260
programme;664725;;"Secondary raw materials inventory";H2020_WASTE-4c-2014;"Specific Challenge: The complexity and heterogeneity of waste streams require coordination and networking between researchers, entrepreneurs and public authorities to harmonise technologies, processes and services, to profit from benchmarking, sharing best practices, and...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_WASTE-4c-2014
programme;702075;;"Improving the technical performance of the Mediterranean aquaculture";H2020_SFS-23-2016;"Proposals should integrate and improve the technical viability of the current production systems for Mediterranean aquaculture, including biological and operational aspects, using new and cost-effective innovative technologies and practices to ensure the sector's...";;;;;;en;en;"2017-05-10 14:34:08";https://cordis.europa.eu/programme/id/H2020_SFS-23-2016
brief;86512;;"Perceptions of Europe in the world";86512-perceptions-of-europe-in-the-world;"Through analysis of mental maps of the world both within and outside of the EU, researchers explored various representations of Europe. This generated a better understanding of perceptions of the Union's global role and level of attraction power.";"Climate Change and Environment";FP7-SSH;;;;en;de,en,es,fr,it,pl;"2011-04-12 11:00:27";https://cordis.europa.eu/article/id/86512-perceptions-of-europe-in-the-world
pubsum;380370;;"Periodic Reporting for period 3 - ReMIX (Redesigning European cropping systems based on species MIXtures)";727217_PS;"ReMIX aimed at analysing and optimizing the functioning of species mixtures, also called intercrops, in order to help design sustainable and diversified cropping systems for both conventional and organic agriculture. The studied species mixtures were mainly cereals and grain...";;H2020-EU.3.2.1.1.,H2020-EU.3.2.;;;;en;en;"2022-03-02 09:34:01";https://cordis.europa.eu/project/id/727217/reporting
pubsum;230057;;"Periodic Reporting for period 2 - CIPSEC (Enhancing Critical Infrastructure Protection with innovative SECurity framework)";700378_PS;"CIPSEC pursues these goals:-Obtain a unified security framework for the CI architecture: The complete CIPSEC Framework has been implemented integrating the envisioned products and services covering different heterogeneous yet complementary features: Endpoint Detection and...";;H2020-EU.3.7.;;;;en;en;"2021-03-18 17:45:26";https://cordis.europa.eu/project/id/700378/reporting
pubsum;163402;;"Final Report Summary - NANOFRABS (Halogen Free Flame Retardant ABS nanocomposites for electric and electronic devices)";284838_PS;"The European FP7 research project NANOFRABS has been successfully finished in August 2014. It has focused on developing a new more effective halogen free flame retardant for ABS compound by means of incorporation of nanofillers. Six technical work packages...";;FP7-SME;;;;en;en;"2015-05-07 17:18:25";https://cordis.europa.eu/project/id/284838/reporting
pubsum;158348;;"Final Report Summary - ATWARM (Advanced Technologies for Water Resource Management)";238273_PS;"ATWARM (Advanced Technologies for Water Resource Management), Marie Curie Initial Training Network No. 238273, www.atwarm.comProject Coordinator: Dr Wilson McGarel, w.mcgarel@qub.ac.ukThe QUESTOR Centre, Queen’s University BelfastScientific Coordinator: Prof Mike Larkin...";;FP7-PEOPLE;;;;en;en;"2015-03-10 17:29:35";https://cordis.europa.eu/project/id/238273/reporting
pubsum;177545;;"Final Report Summary - EPSEI (Evaluating Policies for Sustainable Energy Investments: towards an integrated approach on national and international stage)";269327_PS;"1)	Energy consumption and energy demand are predicted to grow steadily over the next few decades. The international community confronts two great challenges at once: providing secure and cheap energy supplies to meet ever-expanding needs and responding to climate change. There...";;FP7-PEOPLE;;;;en;en;"2016-03-31 17:16:35";https://cordis.europa.eu/project/id/269327/reporting
pubsum;149409;;"Final Report Summary - BADANA (Development of an automated process to extract fibres from the waste of banana food production for exploitation as a sustainable reinforcement in injection- and rotomoulded products)";232287_PS;"The Badana project was conceived to develop an automated process to extract high-quality natural fibre from banana plant waste in order to exploit the fibres’ properties as a sustainable reinforcement in polymer composites to be used in rotational- and...";;FP7-SME;;;;en;en;"2014-11-13 12:54:10";https://cordis.europa.eu/project/id/232287/reporting
pubsum;51988;;"Final Report Summary - PROTEC (Supercritical Carbon Dioxide Processing Technology for Biodegradable Polymers Targeting Medical Applications)";517070_PS;"The PROTEC project aimed to develop an innovative 'supercritical fluid' processing technology that enabled the production of biodegradable / bioabsorbable polymers ensuring consistent and well defined mechanical properties, chemical composition, porosity and degradation profil...";;FP6-NMP;;;;en;en;"2011-04-14 00:00:00";https://cordis.europa.eu/project/id/517070/reporting
pubsum;186166;;"Periodic Reporting for period 1 - GDC (A Genetic Data CUBE - An innovative business model applied to predictive and prescriptive analytics, exploring Big Data and empowering cloud-services and urgent computation)";697581_PS;"“GDC+” is the first world-class Data System empowering multiple services in the field of advanced Business Intelligence and (high-performative) Decision Making process, with the ultimate goal to facilitate large enterprises or industries, as well as SMEs, investors...";;H2020-EU.3.6.,H2020-EU.2.3.1.;;;;en;en;"2021-03-29 13:00:18";https://cordis.europa.eu/project/id/697581/reporting
news;117864;;"Smart technologies to the rescue of fall-prone seniors";117864-smart-technologies-to-the-rescue-of-fallprone-seniors;"Recently completed, FARSEEING is making waves in the field of fall prediction, identification and prevention. The project has come up with novel, user-centric technologies, an online fall repository and recommendations that hold the promise of truly independent living for senior citizens.";;;;;;en;de,en,es,fr,it,pl;"2015-09-01 16:31:45";https://cordis.europa.eu/article/id/117864-smart-technologies-to-the-rescue-of-fallprone-seniors
