Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;173189;;"Final Report Summary - VECTORS (Vectors of Change in Oceans and Seas Marine Life, Impact on Economic Sectors)";266445_PS;"Marine life makes a substantial contribution to the economy and society of Europe. In reflection of this, VECTORS has been a substantial EU-funded project with 38 partner institutes. Through interdisciplinary and integrated research it has addressed changes...";;FP7-KBBE;;;;en;en;"2015-12-04 09:43:54";https://cordis.europa.eu/project/id/266445/reporting
pubsum;187152;;"Final Report Summary - ALICE RAP (Addictions and Lifestyles In Contemporary Europe – Reframing Addictions Project)";266813_PS;"1. Executive summary 1.1	BIOLOGY AND ADDICTIONS There are many reasons why societies are concerned about alcohol, nicotine, and other psychoactive drugs (hereafter, drugs). One obvious and important reason is because these drugs interfere with our biology and functioning...";;FP7-SSH;;;;en;en;"2016-07-20 14:31:52";https://cordis.europa.eu/project/id/266813/reporting
pubsum;233545;;"Final Report Summary - CITCLOPS (Citizens' observatory for coast and ocean optical monitoring)";308469_233545_PS;...;;FP7-ENVIRONMENT;;;;en;en;"2018-08-06 12:30:19";https://cordis.europa.eu/project/id/308469/reporting
project;220793;"HBP SGA2";"Human Brain Project Specific Grant Agreement 2";785907;"The Human Brain Project (HBP) is a major European scientific research initiative to improve our understanding of the brain and the role it plays in making us human, and to exploit the opportunities offered by the resulting knowledge. The size and complexity of the brain make...";;H2020-EU.1.2.,H2020-EU.1.2.3.;"/natural sciences/biological sciences/neurobiology;/natural sciences/computer and information sciences/artificial intelligence";2018-04-01;2020-03-31;en;en;"2023-01-13 14:28:54";https://cordis.europa.eu/project/id/785907
programme;705454;;"Towards Climate-Neutral and Socially Innovative Cities";H2020_LC-GD-1-2-2020;"This purpose of this topic is to develop a one-stop shop platform providing the necessary technical, regulatory, financial and socio-economic expertise as well as assistance to cities for developing and implementing their climate action plans, and related social innovation...";;;;;;en;en;"2021-03-01 17:40:10";https://cordis.europa.eu/programme/id/H2020_LC-GD-1-2-2020
pubsum;175641;;"Final Report Summary - URBAN-NEXUS (Furthering Strategic Urban Research)";282679_PS;"Executive Summary:URBAN-NEXUSThis coordination action is presented to further the long-term strategic framework for scientific co-operation related to urban research. This will be achieved by enabling knowledge transfer and building a structured dialogue. The ultimate aim is...";;FP7-ENVIRONMENT;;;;en;en;"2016-01-21 14:53:21";https://cordis.europa.eu/project/id/282679/reporting
pubsum;247159;;"Final Report Summary - ISAR+ (Online and Mobile Communications for Crisis Response and Search and Rescue)";312850_PS;"This document constitutes the final report of project iSAR+. It describes the project objectives, main work performed, achievements and reports on any problems encountered during the period as well as the strategies used by the consortium to solve them. The first section...";;FP7-SECURITY;;;;en;en;"2019-05-22 17:20:08";https://cordis.europa.eu/project/id/312850/reporting
pubsum;189759;;"Final Report Summary - CLEANSEA (Towards a Clean, Litter-Free European Marine Environment through Scientific Evidence, Innovative Tools and Good Governance)";308370_PS;"Europe’s marine natural resources encompass a vast natural capital that supports economies, societies and individual well-being. Marine litter is widely recognized as a threat to marine ecosystems and a major societal challenge to manage. Under the EU Marine Strategy...";;FP7-ENVIRONMENT;;;;en;en;"2016-10-11 13:05:36";https://cordis.europa.eu/project/id/308370/reporting
project;203294;I-REACT;"Improving Resilience to Emergencies through Advanced Cyber Technologies";700256;"Society as a whole is increasingly exposed and vulnerable to natural disasters because extreme weather events, exacerbated by climate change, are becoming more frequent and longer. To increase the resilience of European citizens and assets to natural disaster we propose...";;H2020-EU.3.7.;"/natural sciences/earth and related environmental sciences/atmospheric sciences/meteorology;/natural sciences/computer and information sciences/internet/internet of things;/social sciences/social geography/transport/navigation systems/satellite navigation system/global navigation satellite system;/natural sciences/earth and related environmental sciences/physical geography/natural disasters;/social sciences/political sciences/public administration";2016-06-01;2019-05-31;en;en;"2022-08-18 00:20:27";https://cordis.europa.eu/project/id/700256
pubsum;386622;;"Final Report Summary - MOODFOOD (Multi-country cOllaborative project on the rOle of Diet, FOod-related behaviour, and Obesity in the prevention of Depression (MooDFOOD))";613598_PS;"Executive summary MooDFOOD is a ‘Multi-country cOllaborative project on the rOle of Diet, Food-related behaviour, and Obesity in the prevention of Depression’ involving 14 organisations in eight European countries. The project was coordinated by the Vrije Universiteit...";;FP7-KBBE;;;;en;en;"2019-07-03 11:27:03";https://cordis.europa.eu/project/id/613598/reporting
