Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;219217;CitieS-Health;"Citizen Science for Urban Environment and Health";824484;"Scientific evidence about the negative health effects of urban environmental exposures is mounting. Yet key scientific gaps exist. Surveys show that citizens are increasingly concerned about the consequences of these exposures on their own health, and are engaged in data...";;H2020-EU.5.c.;"/social sciences/political sciences/political policies/public policies;/social sciences/sociology/governance;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/social sciences/political sciences/political policies/civil society;/natural sciences/computer and information sciences/data science/data processing";2019-01-01;2022-06-30;en;en;"2022-12-02 15:16:28";https://cordis.europa.eu/project/id/824484
pubsum;192591;;"Final Report Summary - UPSIDE (User-driven Participatory Solutions for Innovation in Digitally-centred Ecosystems)";319962_PS;"The project UPSIDE aimed at delivering economic and societal benefits by fostering the emergence and development of User-driven Participatory Solutions for Innovation in Digitally-centred Ecosystems. Test beds (pilot environments) in each partner region shall contribute to the...";;FP7-REGIONS;;;;en;en;"2016-12-14 11:05:11";https://cordis.europa.eu/project/id/319962/reporting
pubsum;199722;;"Final Report Summary - CITI-SENSE (Development of sensor-based Citizens' Observatory Community for improving quality of life in cities)";308524_PS;"The CITI-SENSE project developed and tested components of environmental monitoring and information systems based on innovative and novel Earth Observation capabilities. The applications focused on the citizens’ immediate environment regarding urban air quality, environmental...";;FP7-ENVIRONMENT;;;;en;en;"2017-06-20 18:09:12";https://cordis.europa.eu/project/id/308524/reporting
brief;435875;;"Public health: empowering citizens to monitor urban pollution";435875-public-health-empowering-citizens-to-monitor-urban-pollution;"The EU-funded CitieS-Health project places citizens’ concerns at the heart of research into public health and the urban environment. The results underline the benefits of engaging with local communities.";Society;H2020-EU.5.c.;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-03-29 15:50:14";https://cordis.europa.eu/article/id/435875-public-health-empowering-citizens-to-monitor-urban-pollution
pubsum;162491;;"Final Report Summary - FUTURAGE (FUTURAGE: A Roadmap for Ageing Research)";223679_PS;"Executive Summary:FUTURAGE was a two-year project to create the definitive road map for ageing research in Europe.  The Road Map for European Ageing Research was launched on 18 November 2011 at a large (300 person) conference at the European Parliament.  It is the product of...";;FP7-HEALTH;;;;en;en;"2015-04-29 12:58:27";https://cordis.europa.eu/project/id/223679/reporting
resultsPack;435872;;"Citizen science: Inspiring examples of societal engagement for Horizon Europe";435872-citizen-science-inspiring-examples-of-societal-engagement-for-horizon-europe;"Citizen science, for which citizens collaborate with scientists on research and innovation, has the potential to improve the excellence and impact of research and deepen the relationship between science and society. This Results Pack showcases 12 EU-funded projects that are developing good practices as well as building the capacities and networks needed to foster successful collaborations with citizens across Europe.";"Climate Change and Environment,Society,Health";;;;;en;bg,cs,da,de,el,en,es,et,fi,fr,ga,hr,hu,it,lt,lv,mt,nl,pl,pt,ro,sk,sl,sv;"2022-04-01 16:54:02";https://cordis.europa.eu/article/id/435872-citizen-science-inspiring-examples-of-societal-engagement-for-horizon-europe
pubsum;174123;;"Final Report Summary - THE ISSUE (Traffic- Health- Environment. Intelligent  Solutions Sustaining Urban Economies)";287088_PS;"Executive Summary:THE ISSUE (Transport, Health and Environment: Intelligent Solutions Sustaining Urban Economies) Project was a three year “Coordination & Support Action” that received funding through the EU’s Seventh Framework Programme “Regions of Knowledge”...";;FP7-REGIONS;;;;en;en;"2016-01-06 17:05:21";https://cordis.europa.eu/project/id/287088/reporting
pubsum;189380;;"Final Report Summary - SEFIRA (Socio-economic implications for individual responses to Air Pollution Policies in  EU +27)";603941_PS;"SEFIRA had the objective of creating a European coordination of transdisciplinary scientific and socio-economic resources in order to support the review and implementation of air quality legislation by the European Commission (EC) led by DG Environment. The EC has now given...";;FP7-ENVIRONMENT;;;;en;en;"2016-09-14 11:32:08";https://cordis.europa.eu/project/id/603941/reporting
pubsum;192718;;"Final Report Summary - READI FOR HEALTH (Regional Digital Agendas for Healthcare.)";320021_PS;"READi for Health aims to strengthen the research potential of four leading eHealth regions (Murcia, Skåne, Oulu and Midi-Pyrénées) by supporting their triple helix clusters to become world-class players in domains related to the EU Digital Agenda for the Healthcare market...";;FP7-REGIONS;;;;en;en;"2016-12-14 15:09:03";https://cordis.europa.eu/project/id/320021/reporting
pubsum;239022;;"Final Report Summary - SI-DRIVE (Social Innovation: Driving Force of Social Change)";612870_239022_PS;"SI-DRIVE is a global research project on Social Innovation (SI) involving 25 partners from all world continents. 14 partners from 11 EU Member States and 11 partners from other parts of the world joined the consortium in order to conduct research on a topic which has evoked...";;FP7-SSH;;;;en;en;"2018-09-03 16:58:56";https://cordis.europa.eu/project/id/612870/reporting
