Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;161252;;"Final Report Summary - SURE (Supporting the Use of Research Evidence (SURE) for Policy in African Health Systems)";222881_PS;"Executive Summary:The goal of the Supporting the Use of Research Evidence in African Health Systems (SURE) project was to improve decisions about health systems in Africa by improving policymakers’ access to and use of research evidence that is relevant, reliable, accessible...";;FP7-HEALTH;;;;en;en;"2015-04-21 17:54:18";https://cordis.europa.eu/project/id/222881/reporting
pubsum;194864;;"Periodic Reporting for period 2 - Sound of Vision (Natural sense of vision through acoustics and haptics)";643636_PS;"The Sound of Vision project (vision restoration through sound and haptics) designed, implemented and validated an original non-invasive hardware and software system to assist visually impaired persons (VIPs) in understanding the environment and to navigate. The Sound of Vision...";;H2020-EU.3.1.,H2020-EU.3.1.4.;;;;en;en;"2021-03-17 16:26:19";https://cordis.europa.eu/project/id/643636/reporting
project;200631;ERA-PLANET;"The European network for observing our changing planet";689443;"In the last decade a significant number of projects and programmes in different domains of environmental monitoring and Earth observation have generated a substantial amount of data and knowledge on different aspects related to environmental quality and sustainability. Big...";;H2020-EU.3.5.5.,H2020-EU.3.5.;"/engineering and technology/civil engineering/urban engineering/smart cities;/social sciences/educational sciences;/social sciences/sociology/governance;/natural sciences/computer and information sciences/data science/big data;/engineering and technology/environmental engineering/air pollution engineering";2016-02-01;2022-01-31;en;en;"2022-11-25 15:16:39";https://cordis.europa.eu/project/id/689443
project;203264;AquaNES;"Demonstrating synergies in combined natural and engineered processes for water treatment systems";689450;"The AquaNES project will catalyse innovations in water and wastewater treatment processes and management through improved combinations of natural and engineered components. Among the demonstrated solutions are natural treatment processes such as bank filtration (BF), managed...";;H2020-EU.3.5.,H2020-EU.3.5.4.;"/engineering and technology/environmental engineering/waste management/waste treatment processes/recycling;/engineering and technology/environmental engineering/water treatment processes/drinking water treatment processes;/engineering and technology/environmental engineering/water treatment processes/wastewater treatment processes;/engineering and technology/environmental biotechnology/bioremediation/bioreactors;/engineering and technology/environmental engineering/natural resources management/water management";2016-06-01;2019-05-31;en;en;"2022-08-17 17:52:23";https://cordis.europa.eu/project/id/689450
pubsum;168786;;"Final Report Summary - ENGOV (Environmental Governance in Latin America and the Caribbean:
Developing Frameworks for Sustainable and Equitable Natural Resource Use)";266710_PS;"Executive Summary:Latin American and Caribbean countries have come to occupy a key position in present-day global environmental debates and policies, and the climate crisis has further stressed their international importance. Simultaneously, the region’s growing...";;FP7-SSH;;;;en;en;"2015-09-04 16:20:41";https://cordis.europa.eu/project/id/266710/reporting
project;212382;Co-VAL;"Understanding value co-creation in public services for transforming European public administrations";770356;"The main goal of Co-VAL is to discover, analyse, and provide policy recommendations for transformative strategies that integrate the co-creation of value in public administrations. The project aims to accomplish these objectives by conducting research on the paradigm shift...";;H2020-EU.3.6.3.,H2020-EU.3.6.;"/social sciences/sociology/governance/public services;/natural sciences/computer and information sciences/data science/big data;/social sciences/sociology/social issues;/social sciences/political sciences/public administration";2017-11-01;2021-04-30;en;en;"2022-08-25 16:28:00";https://cordis.europa.eu/project/id/770356
brief;429905;;"ICARUS lights up the path to green cities with new tools to monitor and improve air quality";429905-icarus-lights-up-the-path-to-green-cities-with-new-tools-to-monitor-and-improve-air-quality;"The path to green cities is full of obstacles. Thanks to air pollution monitoring technologies and improvement recommendations from the ICARUS project, nine European cities are now much closer to overcoming them.";"Climate Change and Environment";H2020-EU.3.5.,H2020-EU.3.5.1.;;;;en;de,en,es,fr,it,pl;"2021-05-06 15:50:45";https://cordis.europa.eu/article/id/429905-icarus-lights-up-the-path-to-green-cities-with-new-tools-to-monitor-and-improve-air-quality
mag;400807;;"Digging out the secrets of black holes";400807-digging-out-secrets-of-black-holes;"Black holes are easily one of the biggest mysteries of the universe, but solving this mystery could revolutionise physics as we know it, possibly leading to the long-coveted Theory of Everything (ToE), viewed as the ‘Holy Grail’ of physics. This issue of the research*eu Results Magazine explores recent findings from EU-funded projects in this exciting field.";;;;;;en;de,en,es,fr,it,pl;"2017-12-04 00:00:01";https://cordis.europa.eu/article/id/400807-digging-out-secrets-of-black-holes
pubsum;156458;;"Final Report Summary - CRISP (CReating Innovative Sustainability Pathways)";265310_PS;"The past has often been used as a way to figure out what the future may hold, however, this is by and large inappropriate for today: Many factors, such as technology, societal changes, geopolitical changes, profoundly unsustainable resource consumption and...";;FP7-ENVIRONMENT;;;;en;en;"2015-02-05 16:55:55";https://cordis.europa.eu/project/id/265310/reporting
programme;665145;;"Citizens and multi-actor engagement for scenario building";H2020_ISSI-2-2014;"Specific challenge:This action aims to empower and draw on the collective intelligence of citizens to examine the role of research and innovation via future scenarios and visions of desirable sustainable futures. It will connect scientists, stakeholders and citizens (including...";;;;;;en;en;"2015-03-25 12:00:00";https://cordis.europa.eu/programme/id/H2020_ISSI-2-2014
