Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;194106;MARIO;"Managing active and healthy aging with use of caring service robots";643808;"MARIO addresses the difficult challenges of loneliness, isolation and dementia in older persons through innovative and multi-faceted inventions delivered by service robots. The effects of these conditions are severe and life-limiting. They burden individuals and societal...";;H2020-EU.3.1.,H2020-EU.3.1.4.;"/medical and health sciences/health sciences/nursing;/social sciences/sociology/demography;/medical and health sciences/clinical medicine/physiotherapy;/medical and health sciences/basic medicine/neurology/dementia;/natural sciences/computer and information sciences/internet/semantic web";2015-02-01;2018-01-31;en;en;"2022-08-15 11:52:18";https://cordis.europa.eu/project/id/643808
programme;703895;;"ERA-NET Cofund action for climate action, environment, resource efficiency and raw materials";H2020_SC5-21-2019-2020;"Risks posed to human health and the environment by pollutants and pathogens present in water resources (2019): Actions should support delivering on the priorities identified in the Strategic Research and Innovation Agendas (SRIAs) of the Joint Programming Initiatives (JPIs) on...";;;;;;en;en;"2018-11-08 15:06:50";https://cordis.europa.eu/programme/id/H2020_SC5-21-2019-2020
pubsum;177100;;"Final Report Summary - MULTI-PART (Multicentre Preclinical Animal Research Team)";603043_PS;"The overall objective of Multi-PART (Multicentre Preclinical Animal Research Team;  www.multi-part.org) was to develop the capacity to undertake international multicentre animal studies. Unfortunately, developing effective therapies to treat neurological...";;FP7-HEALTH;;;;en;en;"2016-02-19 13:40:41";https://cordis.europa.eu/project/id/603043/reporting
pubsum;163451;;"Final Report Summary - SEAS ERA (Towards integrated European marine research strategy and programmes)";249552_PS;"The construction of a European Research Area on marine sciences is a priority due to the transboundary and basin scale nature of most aspects of marine issues, namely biodiversity, ecology, oceanography, natural resources and ecosystem services. Also, the...";;FP7-ENVIRONMENT;;;;en;en;"2015-05-07 10:55:16";https://cordis.europa.eu/project/id/249552/reporting
pubsum;192518;;"Final Report Summary - SEATIDE (Integration in Southeast Asia: Trajectories of Inclusion, Dynamics of Exclusion)";320221_PS;"Four Southeast Asian and five European institutions made up the consortium that ran the project SEATIDE (2012-2016), funded under the European Commission’s FP7 programme to do research on Integration in Southeast Asia: Trajectories of Inclusion, Dynamics of Exclusion...";;FP7-SSH;;;;en;en;"2016-12-13 11:42:44";https://cordis.europa.eu/project/id/320221/reporting
project;197889;NuFEAST;"Optimising Nutritional Health and Wellbeing Through Local Sustainable Food Systems - NuFEAST (Nutrition - Food (for) Everyone's health, Available, Sustainable and Trusted)";656701;"The WHO European Region has the highest incidence (and increasing) of obesity and non-communicable diseases (including type 2 diabetes, cardiovascular diseases and food related cancers) caused by dietary factors. Localisation of sustainable food systems and processes that...";;H2020-EU.1.3.,H2020-EU.1.3.2.;"/medical and health sciences/health sciences/public health;/natural sciences/physical sciences/astronomy/planetary sciences/planets;/social sciences/sociology/globalization;/medical and health sciences/health sciences/nutrition/obesity";2015-09-02;2017-09-01;en;en;"2022-09-04 00:29:03";https://cordis.europa.eu/project/id/656701
project;216040;"HEY BABY";"Helping Empower Youth Brought up in Adversity with their Babies and Young children";771468;"Society’s greatest problems are our most compelling social science challenges. This project will develop the first known theoretical framework of resilience for adolescent parents and their children in Africa. In doing so, we will achieve three major advances in prevention...";;H2020-EU.1.1.;"/medical and health sciences/health sciences/infectious diseases/RNA viruses/HIV;/medical and health sciences/clinical medicine/obstetrics;/social sciences";2019-05-01;2025-04-30;en;en;"2022-12-31 18:48:09";https://cordis.europa.eu/project/id/771468
project;243537;ONCOSCREEN;"A European “shield” against colorectal cancer based on novel, more precise and affordable risk-based screening methods and viable policy pathways";101097036;"With Colorectal Cancer (CRC) being accountable for 12.4% of all deaths due to cancer, and with only 14% of EU citizens participating in screening programmes, there is an urgent need for accurate, non-invasive, cost-effective screening tests based on novel technologies and an...";;HORIZON.2.1;"/medical and health sciences/clinical medicine/oncology/colorectal cancer";2023-01-01;2026-12-31;en;en;"2022-12-09 15:39:50";https://cordis.europa.eu/project/id/101097036
programme;852;;"Specific Programme ""Cooperation"": Health";FP7-HEALTH;;;;;2007-01-01;2013-12-31;en;de,en,es,fr,it,pl;"2014-03-05 10:00:02";https://cordis.europa.eu/programme/id/FP7-HEALTH
mag;422373;;"Soil and sustainability: Raising the game for European agriculture";422373-soil-and-sustainability-raising-the-game-for-european-agriculture;"We probably most often overlook it but the soil underneath our feet is an absolutely fundamental component of the environment, performing vital ecological, social and economic functions. Of course, one of those key economic functions is agriculture. The earliest Mesopotamian farmers realised the importance of managing soil well to increase and better agricultural yields. New agricultural methods throughout the centuries have continued to build upon this knowledge to this very day and around 1 billion people still earn their living off the land (the vast majority being in developing countries).";;;;;;en;de,en,es,fr,it,pl;"2020-10-08 18:32:20";https://cordis.europa.eu/article/id/422373-soil-and-sustainability-raising-the-game-for-european-agriculture
