Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
programme;708012;;"Citizens’ science as an opportunity to foster the transition to sustainable food systems";HORIZON_HORIZON-CL6-2024-FARM2FORK-01-6;"Currently, consumers are sceptical to share data, least to the government[[ L. Timotijevic, S. Astley, M.J. Bogaardt, T. Bucher, I. Carr, G. Copani, J. de la Cueva, T. Eftimov, P. Finglas, S. Hieke, C.E. Hodgkins, B. Koroušić Seljak, N. Klepacz, K. Pasch, M. Maringer, B.E...";;;;;;en;en;"2022-12-16 18:09:39";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2024-FARM2FORK-01-6
pubsum;176345;;"Final Report Summary - DANCERS (DANube macroregion: Capacity building and Excellence in River Systems (basin, delta and sea))";603805_PS;"Executive Summary:This document summarises the main outputs of the project: DANube macroregion: Capacity building and Excellence in River Systems (basin, delta and sea) (DANCERS) which aims to develop new instruments and tools for environmental research in the Danube Region...";;FP7-ENVIRONMENT;;;;en;en;"2016-02-09 11:22:33";https://cordis.europa.eu/project/id/603805/reporting
pubsum;52716;;"Final Report Summary - CATCH (Carbon Aware Travel Choices in the climate-friendly world of tomorrow)";234094_PS;"This summary provides with a final overall and detailed description of the CATCH achievements at the end of the project. This includes the following: 
 
- A description of the context where CATCH fits in and the objectives of the CATCH project pursued by the consortium. The co...";;FP7-TRANSPORT;;;;en;en;"2013-01-18 00:00:00";https://cordis.europa.eu/project/id/234094/reporting
brief;314290;;"New technology platform harnesses citizen science to monitor air pollution";314290-new-technology-platform-harnesses-citizen-science-to-monitor-air-pollution;"Air pollution can present a significant risk to public health, the built environment and the natural environment. An EU-funded initiative has developed a platform for collecting information and raising public awareness to help address this threat.";"Digital Economy,Climate Change and Environment";H2020-EU.2.1.1.;;;;en;de,en,es,fr,it,pl;"2019-06-07 18:02:48";https://cordis.europa.eu/article/id/314290-new-technology-platform-harnesses-citizen-science-to-monitor-air-pollution
pubsum;141390;;"Final Report Summary - PASODOBLE (Promote Air Quality Services integrating Observations – Development Of Basic Localised Information for Europe)";241557_PS;"At current levels healthcare costs, associated with poor air quality in the EU27, are estimated to reach at least €189 billion per year by 2020. Considering the adverse health effects of air pollution, monitoring, assessing and forecasting of air quality are fundamental to...";;FP7-SPACE;;;;en;en;"2014-07-08 17:13:41";https://cordis.europa.eu/project/id/241557/reporting
pubsum;196531;;"Final Report Summary - TRANS-NET (Transnationalisation, Migration and Transformation: Multi-Level Analysis of Migrant Transnationalism (TRANS-NET))";217226_PS;"The aim of the TRANS-NET project was to clarify and compare the complex and multi-level processes of migrant transnationalism in four transnational spaces: Estonia-Finland, India-UK, Morocco-France and Turkey-Germany. It was asked, how migrants' activities across national...";;FP7-SSH;;;;en;en;"2017-03-27 17:12:55";https://cordis.europa.eu/project/id/217226/reporting
programme;707933;;"Back to earth: bringing communities and citizens closer to soil";HORIZON_HORIZON-MISS-2023-SOIL-01-07;"The cultural and creative sectors were particularly affected during the COVID-19 crisis, but they are considered to be “a significant driver of local development through job creation and income generation, and generate important spillovers to the wider economy” [[ OECD...";;;;;;en;en;"2022-12-16 17:58:51";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-MISS-2023-SOIL-01-07
projectDescription;433021;;"Citizens at the heart of public health and the urban environment";433021-citizens-at-the-heart-of-public-health-and-the-urban-environment;;;;;;;en;de,en,es,fr,it,pl;"2022-08-12 16:54:02";https://cordis.europa.eu/article/id/433021-citizens-at-the-heart-of-public-health-and-the-urban-environment
pubsum;185038;;"Final Report Summary - DEXLIFE (Mechanisms of prevention of type 2 diabetes by lifestyle intervention in subjects with pre-diabetes or at high-risk for progression.)";279228_PS;"1.1.	Executive summary Diabetes is a global pandemic, driven by many factors associated with modern living, not least an even bigger pandemic of obesity.  There is a pressing need for better methods of detection of those at high risk and more effective methods of selection for...";;FP7-HEALTH;;;;en;en;"2016-06-29 17:48:50";https://cordis.europa.eu/project/id/279228/reporting
project;220945;EU-Citizen.Science;"The Platform for Sharing, Initiating, and Learning Citizen Science in Europe";824580;"Citizen Science is a rapidly expanding and diversifying field of innovation with significant implications for, and potential benefits to, society, policy, and various academic research areas. This heterogeneity leads currently to a fragmented and not fully coordinated European...";;H2020-EU.5.c.;"/social sciences/political sciences/political communication";2019-01-01;2021-12-31;en;en;"2022-09-16 15:08:04";https://cordis.europa.eu/project/id/824580
