Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;168102;;"Final Report Summary - PERARES (Public Engagement with Research and Research Engagement with Society)";244264_PS;"Executive Summary:PERARES aimed to strengthen interaction in formulating research agendas between researchers and Civil Society Organisations (CSOs). These research agendas can be quite local (the topics of research projects at a single university); but they can also be plans...";;FP7-SIS;;;;en;en;"2015-07-27 13:07:59";https://cordis.europa.eu/project/id/244264/reporting
pubsum;156245;;"Final Report Summary - INTERQUALITY (International Research on Quality in Healthcare)";261369_PS;"Executive Summary:1.	Executive SummaryMost important question facing nowadays  all EU Member States is how to meet public demands and needs in terms of healthcare while facing economic and financial pressures. Contemporary healthcare financing systems tend to make cost...";;FP7-HEALTH;;;;en;en;"2015-02-10 17:36:58";https://cordis.europa.eu/project/id/261369/reporting
pubsum;153725;;"Final Report Summary - INNOSERV (Innovative Social Services platform)";290542_PS;"Executive Summary:The INNOSERV project responds to the FP7-Cooperation call FP7-SSH-2011-3 for a support action concerning a social platform on innovative social services. The main aim of the project consisted in the production of an integrated research agenda outlining trends...";;FP7-SSH;;;;en;en;"2014-12-16 17:02:47";https://cordis.europa.eu/project/id/290542/reporting
pubsum;59299;;"Final Report Summary - EUROFIR-NEXUS (The EuroFIR Food Platform: Further integration, refinement and exploitation for its long-term self-sustainability)";265967_PS;"EuroFIR NEXUS aimed to develop, implement and refine the European Food Information Platform (EuroFIR FIP) to improve European research into the relationships amongst food, diet and health. In the long term, these enhancements will facilitate better access...";;FP7-KBBE;;;;en;en;"2014-07-18 09:51:51";https://cordis.europa.eu/project/id/265967/reporting
pubsum;237818;;"Final Report Summary - AQUAVALENS (Protecting the health of Europeans by improving methods for the detection of pathogens in drinking water and water used in food preparation)";311846_237818_PS;"Executive Summary The goal of AQUAVALENS was to reduce the incidence of waterborne and foodborne infectious diseases by developing new techniques for monitoring water quality that are robust and suitable for routine application. The work was divided into four consecutive but...";;FP7-KBBE;;;;en;en;"2018-07-26 11:49:55";https://cordis.europa.eu/project/id/311846/reporting
pubsum;54713;;"Final Report Summary - ICRI2012 (Copenhagen International Research Infrastructure Conference 2012)";311865_PS;"Executive summary: 

 The aim of the project has been to support the organisation of the first International conference on RI (ICRI2012), which took place in Copenhagen from 21 to 23 March 2012 under the Danish Presidency of the European Council in collaboration with the Europ...";;FP7-INFRASTRUCTURES;;;;en;en;"2013-03-01 00:02:53";https://cordis.europa.eu/project/id/311865/reporting
pubsum;190006;;"Periodic Reporting for period 2 - WeForYou (Meet and learn What Excellent science does FOR YOU and the society)";633162_PS;"The “Meet and learn What Excellent science does FOR YOU”, the European Researchers’Night 2015 in Slovenia was actually at least partially built on successful previous experiences.Main objectives of the action consisted of enhancement of public recognition of researchers...";;H2020-EU.1.3.,H2020-EU.1.3.5.;;;;en;en;"2021-03-26 13:51:58";https://cordis.europa.eu/project/id/633162/reporting
resultsPack;429972;;"Plant health: Keeping plants healthy while protecting the environment";429972-plant-health-keeping-plants-healthy-while-protecting-the-environment;"Plants are at the centre of life itself. They are a primary source of food for us, as well as for the animals we eat. They help regulate the climate and are a part of the natural environment in which we live. With millions of people regularly employed in the agricultural sector, plants are also a key part of the EU economy. Ensuring plant health is therefore paramount to safeguarding the bloc’s economic stability and its citizens’ well-being. This new edition of the CORDIS Results Pack on Plant Health showcases 12 EU-funded projects at the forefront of research and innovation activities in this domain.";"Climate Change and Environment,Food and Natural Resources,Health";;;;;en;de,en,es,fr,it,pl;"2021-05-18 12:49:39";https://cordis.europa.eu/article/id/429972-plant-health-keeping-plants-healthy-while-protecting-the-environment
pubsum;147521;;"Final Report Summary - INCONET-GCC (Science and Technology International Cooperation Network for Gulf Cooperation Countries aiming at the promotion of bi-regional dialogue)";244401_PS;"Executive Summary:INCONET-GCC develops and supports the bi-regional dialogue by bringing together policymakers and stakeholders of the GCC and EU. It creates a dialogue and action platform to identify common interests in...";;FP7-INCO;;;;en;en;"2014-08-29 16:33:10";https://cordis.europa.eu/project/id/244401/reporting
pubsum;168042;;"Final Report Summary - VISIONAIR (VISION ADVANCED INFRASTRUCTURE FOR RESEARCH)";262044_PS;"Executive Summary:VISIONAIR is organized through a technological oriented vision. Our 29 facilities were associated to four technological domains: 1/ Augmented collaborative environments, including holography, were supported to enable local or remote collaboration of actors...";;FP7-INFRASTRUCTURES;;;;en;en;"2015-07-28 15:40:27";https://cordis.europa.eu/project/id/262044/reporting
